episode_idx,deminf_score,num_score_samples,raw_mean,raw_std,rank,selected
38,0.4937243472712381,177,-6.949900817511894,0.8429802125932325,1,True
37,0.4883355323925323,170,-6.944790619494869,0.8254169417674472,2,True
239,0.4677024345870343,179,-6.968543648497796,0.8768962154996887,3,True
370,0.46380593147673865,170,-6.968444212745218,0.8690527876969465,4,True
373,0.460504613014655,186,-6.970504897469689,0.8985129428128843,5,True
60,0.45998339840701846,170,-6.97878275198095,0.8216420761968304,6,True
217,0.45928723079142925,168,-6.975717477382176,0.8108248132802852,7,True
170,0.4540690442832359,165,-6.978653392406424,0.8432825408391167,8,True
29,0.4495943154570194,175,-6.987247152782621,0.8737479257325796,9,True
186,0.43889430430305165,189,-6.987015941996634,0.931772236644037,10,True
362,0.4337757689948038,183,-6.991732764113796,0.9104286023307008,11,False
122,0.43272678672895454,157,-6.99977306600842,0.8259767138246076,12,False
72,0.42530741568087616,159,-7.004485625141072,0.8706590983521825,13,False
189,0.42167234429499506,163,-7.0105374644382845,0.775773490855209,14,False
49,0.4113955831095839,193,-7.009398457093972,0.9597655482078729,15,False
294,0.40612015897377635,182,-7.010672991965717,0.9872128523650903,16,False
44,0.4022862344885119,158,-7.02564358409447,0.8626022605119601,17,False
392,0.4015012668126195,186,-7.026766269437728,0.8411166766003217,18,False
199,0.39268960702081634,176,-7.0334943722594865,0.8876666227841493,19,False
377,0.38940351961428304,162,-7.036449794416074,0.8014873238906085,20,False
0,0.38783882023559857,158,-7.038580906542042,0.7981589335363595,21,False
159,0.38503595401873286,152,-7.040904105755321,0.7929469279249831,22,False
229,0.3843451719471727,181,-7.0414766712083345,0.7779661587697583,23,False
103,0.3830724689407801,187,-7.036841173222996,0.8919374158554747,24,False
271,0.3796139329746855,166,-7.0440922041973435,0.8043218977139595,25,False
295,0.37937115757280415,172,-7.045590505119441,0.7709690681943177,26,False
306,0.37843340366731343,151,-7.045478505014584,0.8222838797820373,27,False
150,0.3679462217129755,186,-7.055007433805842,0.8413217201982092,28,False
250,0.36657334310493916,171,-7.055795412082189,0.7662622645214797,29,False
137,0.36606378396207057,175,-7.056000919342041,0.8237251925637754,30,False
173,0.36073451417868574,169,-7.058809646252814,0.8101585512314649,31,False
126,0.3592359654279743,187,-7.061888105729047,0.850849932661544,32,False
144,0.35808269765710893,186,-7.062974096626363,0.83365470626099,33,False
194,0.35575166293903443,166,-7.058529838500731,0.795379500476549,34,False
197,0.3539116207272061,185,-7.066701992997179,0.8087014221623029,35,False
249,0.3533690558725723,180,-7.0671517063070235,0.7624587451654616,36,False
11,0.3509878167477824,173,-7.066749240162285,0.8277105644011256,37,False
315,0.3479014010039991,158,-7.071588754653931,0.8322835378296898,38,False
179,0.3476951240471819,175,-7.071080665588379,0.8573552647120952,39,False
331,0.34582645691165254,172,-7.0697404802307595,0.7746194859863391,40,False
4,0.3437219586718799,181,-7.075147852713232,0.7793744140788578,41,False
85,0.3430927048378778,159,-7.076186423031789,0.8740314940197522,42,False
268,0.34143066593989474,179,-7.074819698014073,0.8023368918471656,43,False
110,0.34039461519352426,169,-7.077792308739657,0.7759318098514622,44,False
247,0.33734320361788134,184,-7.078551394352015,0.9137940177781358,45,False
213,0.3353242062311372,176,-7.081568186030243,0.799134256219312,46,False
88,0.3296974421539,195,-7.080198497446174,0.9287379615448519,47,False
353,0.3279161571503382,170,-7.087584838680193,0.7886382963576551,48,False
94,0.3267124081243188,158,-7.085299180026798,0.7934510444912851,49,False
278,0.3226427328006467,181,-7.092619696594295,0.7866400728828363,50,False
254,0.3225563120089074,160,-7.0911299357811615,0.7509661146521712,51,False
228,0.32025756967853924,168,-7.094516346378932,0.7981077215716241,52,False
108,0.32016476971015706,183,-7.092742694097356,0.8144860548451984,53,False
148,0.318586212578144,178,-7.084669693578941,1.0039758441710027,54,False
328,0.3155058667683279,164,-7.090199837839701,0.8796893341827109,55,False
335,0.3135142490591866,167,-7.099164172798812,0.8228180960538249,56,False
207,0.31258924243615,169,-7.1009526882886425,0.7884256004057915,57,False
378,0.31230570208342057,181,-7.101187705115499,0.7583104954029221,58,False
164,0.31197639788759024,172,-7.098518051842386,0.8698911795672614,59,False
17,0.30971826483979153,191,-7.088461969951476,0.97391828225035,60,False
133,0.3074773488335825,174,-7.102557090963897,0.8586168655254353,61,False
352,0.3036891914029601,184,-7.108329633871715,0.7590141287478072,62,False
57,0.3035910866033452,172,-7.107717120370199,0.7734430386378099,63,False
166,0.30009315074366094,189,-7.089109999372425,1.0345120661882143,64,False
36,0.2993555812026628,189,-7.111921614019539,0.7854114319855382,65,False
114,0.296443438824096,171,-7.11543564303809,0.7495489413900108,66,False
240,0.29484649009611047,168,-7.113195101420085,0.8182508110715491,67,False
39,0.29212758750437984,183,-7.1162421994304825,0.8827351207310888,68,False
