model_name,method,camera,seed,eval_task_success,eval_grasp_success,denoise_index,timestep,layer,attention_source,query_length,key_length,query_count,camera1_mass,camera2_mass,visual_total,language_mass,state_mass,suffix_mass,other_mass,x_t_norm,v_t_norm,suffix_hidden_norm
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,0,1.0,3,expert_cross,50,177,50,0.3317252993583679,0.2527949810028076,0.5845202803611755,0.10651002079248428,0.30896973609924316,0.0,0.0,40.96978759765625,20.044147491455078,189.73245239257812
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,0,1.0,7,expert_cross,50,177,50,0.3441900610923767,0.1653132289648056,0.5095032900571823,0.2932131886482239,0.1972835212945938,0.0,0.0,40.96978759765625,20.044147491455078,189.73245239257812
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,0,1.0,11,expert_cross,50,177,50,0.3750319480895996,0.2957068979740143,0.6707388460636139,0.287133127450943,0.042128078639507294,0.0,0.0,40.96978759765625,20.044147491455078,189.73245239257812
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,1,0.8999999761581421,3,expert_cross,50,177,50,0.3309572637081146,0.25222980976104736,0.583187073469162,0.10686182975769043,0.3099510669708252,0.0,2.9802322387695312e-08,40.28248977661133,20.023229598999023,189.73486328125
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,1,0.8999999761581421,7,expert_cross,50,177,50,0.33991602063179016,0.16494473814964294,0.5048607587814331,0.2969541847705841,0.1981850564479828,0.0,0.0,40.28248977661133,20.023229598999023,189.73486328125
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,1,0.8999999761581421,11,expert_cross,50,177,50,0.3748084008693695,0.29320061206817627,0.6680090129375458,0.2900785207748413,0.041912470012903214,0.0,0.0,40.28248977661133,20.023229598999023,189.73486328125
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,2,0.800000011920929,3,expert_cross,50,177,50,0.3295409679412842,0.25150731205940247,0.5810482800006866,0.10730871558189392,0.3116430342197418,0.0,0.0,39.69328308105469,20.128446578979492,189.7326202392578
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,2,0.800000011920929,7,expert_cross,50,177,50,0.3375631272792816,0.16254432499408722,0.5001074522733688,0.3005014955997467,0.19939099252223969,0.0,5.960464477539063e-08,39.69328308105469,20.128446578979492,189.7326202392578
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,2,0.800000011920929,11,expert_cross,50,177,50,0.37462785840034485,0.2936858832836151,0.66831374168396,0.2901047468185425,0.04158150032162666,0.0,1.1175870895385742e-08,39.69328308105469,20.128446578979492,189.7326202392578
uniform_corner_12k,uniform,"corner,gripperPOV",10042,28.2,92.5,3,0.699999988079071,3,expert_cross,50,177,50,0.3290567100048065,0.251164048910141,0.5802207589149475,0.1075376570224762,0.3122415542602539,0.0,2.9802322387695312e-08,39.15973663330078,20.337461471557617,189.73191833496094
