model_a,model_b,denoise_index,count,v_t_l2_mean,v_t_l2_std,v_t_cosine_mean,v_t_cosine_std,x_t_l2_mean,x_t_l2_std,hidden_cosine_mean,hidden_cosine_std
ours_v2_corner_12k,ours_v3_corner_12k,5,10,9.615353870391846,1.0029999536989676,0.9080750405788421,0.022032187521816828,4.245326662063599,0.40713052470120853,0.9168493509292602,0.009931262807268677
ours_v2_corner_12k,ours_v3_corner_12k,6,10,10.307612228393555,1.0674862937697471,0.8996169149875641,0.02335963505756111,5.177151298522949,0.5048421369657917,0.906271469593048,0.011358814440808211
ours_v2_corner_12k,ours_v3_corner_12k,7,10,11.172272872924804,1.1470433579446966,0.8898132920265198,0.024151283824635342,6.153017616271972,0.6058930709592806,0.8916465163230896,0.01332586677558831
ours_v2_corner_12k,ours_v3_corner_12k,8,10,12.638750648498535,1.1579551263831045,0.877339220046997,0.021480867133856774,7.160703849792481,0.7102680179377764,0.8719952642917633,0.015917020990413946
ours_v2_corner_12k,ours_v3_corner_12k,9,10,15.45593614578247,1.275260728247278,0.8680340886116028,0.016894407320556696,8.22982678413391,0.804807992150935,0.8516489624977112,0.01932458800350747
ours_v2_corner_12k,ours_v4_corner_12k,0,10,9.115704250335693,0.9813605621634961,0.9198359906673431,0.01907072924284754,0.0,0.0,0.933748984336853,0.006363464618048149
ours_v2_corner_12k,ours_v4_corner_12k,1,10,9.234336948394775,0.9892919635945053,0.9166586339473725,0.020028953543969913,0.9115703940391541,0.09813606908711417,0.9305102169513703,0.006783890741843862
ours_v2_corner_12k,ours_v4_corner_12k,2,10,9.34781379699707,1.01176510221959,0.9150195360183716,0.020839643559541376,1.8322506308555604,0.19712334908382162,0.9273803293704986,0.007220910362127636
ours_v2_corner_12k,ours_v4_corner_12k,3,10,9.531458044052124,1.047630020983993,0.9132006824016571,0.02154277694979187,2.7621744155883787,0.2979660660752141,0.9223197817802429,0.00795578978457611
ours_v2_corner_12k,ours_v4_corner_12k,4,10,9.810085725784301,1.1187914376708246,0.9102644324302673,0.022999820446591213,3.706068181991577,0.4021981262343225,0.9170161962509156,0.008946826474634195
ours_v2_corner_12k,ours_v4_corner_12k,5,10,10.190707969665528,1.169540765978246,0.9054168701171875,0.023982838756062018,4.670878148078918,0.5129789599557018,0.9091071009635925,0.010289005836886442
ours_v2_corner_12k,ours_v4_corner_12k,6,10,10.511781692504883,1.227719099153625,0.9034039437770843,0.023935433422165607,5.662711095809937,0.6268600497369764,0.8994809210300445,0.011817572778250513
ours_v2_corner_12k,ours_v4_corner_12k,7,10,11.327538013458252,1.2952275630951797,0.8950529932975769,0.023910278871448223,6.662210607528687,0.7459827922257022,0.88600834608078,0.013729010888972184
ours_v2_corner_12k,ours_v4_corner_12k,8,10,12.838039112091064,1.4312766668326407,0.8803909361362457,0.02374847103450191,7.69410138130188,0.866252641087109,0.8677733898162842,0.01587967283427621
ours_v2_corner_12k,ours_v4_corner_12k,9,10,15.281359958648682,1.477185633298628,0.8713868498802185,0.019945742193637095,8.78321418762207,0.9807635586436463,0.8464249193668365,0.018938724311584863
ours_v2_corner_12k,random_corner_12k,0,10,7.931601667404175,0.7672869659596557,0.9305103659629822,0.01644602466937529,0.0,0.0,0.9468307137489319,0.005346387045818475
ours_v2_corner_12k,random_corner_12k,1,10,7.999636602401734,0.8257148249645512,0.9288044452667237,0.017824108023243558,0.7931601583957673,0.07672875626845747,0.9441644668579101,0.005865296287261087
ours_v2_corner_12k,random_corner_12k,2,10,8.246872854232787,0.8836625657646215,0.9250894129276276,0.0191582984236455,1.590038800239563,0.1594728898986145,0.9408367693424224,0.006378977978766894
ours_v2_corner_12k,random_corner_12k,3,10,8.393073177337646,0.9376659336456042,0.9232143461704254,0.020105766898161428,2.4094743490219117,0.24802805469770942,0.9363284468650818,0.007073183887503325
ours_v2_corner_12k,random_corner_12k,4,10,8.722235107421875,1.0175938804632814,0.9191983819007874,0.02170947873385452,3.239016079902649,0.3422218765968995,0.9306543707847595,0.008026080913368165
ours_v2_corner_12k,random_corner_12k,5,10,8.958370351791382,1.0754379405903234,0.9166752159595489,0.0225392015480935,4.09500138759613,0.44479809313211677,0.9226435422897339,0.009121185216073212
ours_v2_corner_12k,random_corner_12k,6,10,9.398129749298096,1.1052952264957474,0.912467873096466,0.022431272383656907,4.965148401260376,0.5529586071776263,0.9116178989410401,0.010496315143030153
ours_v2_corner_12k,random_corner_12k,7,10,10.104880809783936,1.1582622342934021,0.9046302676200867,0.02259459867854716,5.853018712997437,0.6633892597298295,0.8961890757083892,0.012272185885278706
ours_v2_corner_12k,random_corner_12k,8,10,11.354240894317627,1.2819133421121185,0.8908557713031768,0.022993731341349626,6.767582511901855,0.7735772136639537,0.8735246539115906,0.015444271811474515
ours_v2_corner_12k,random_corner_12k,9,10,13.227189350128175,1.5110616055021606,0.8808038711547852,0.023134412643099615,7.730374050140381,0.8826842579912986,0.8439616203308106,0.020912730216113437
ours_v2_corner_12k,uniform_corner_12k,0,10,8.196578407287598,0.58732240637182,0.9232651650905609,0.013856609415859497,0.0,0.0,0.9391996085643768,0.0057765581389177785
ours_v2_corner_12k,uniform_corner_12k,1,10,8.37650089263916,0.6355015716683281,0.9193781435489654,0.01513021134706958,0.8196578323841095,0.058732217371803085,0.9357725262641907,0.006377417269470603
ours_v2_corner_12k,uniform_corner_12k,2,10,8.688915681838989,0.7046466158696617,0.914349490404129,0.01676727755399408,1.6551498413085937,0.12214724987513921,0.9322345852851868,0.00699443844058163
ours_v2_corner_12k,uniform_corner_12k,3,10,8.841357231140137,0.7656740386568266,0.9128353953361511,0.017689822255296934,2.519799566268921,0.192161142354761,0.9268353939056396,0.00784458574434249
ours_v2_corner_12k,uniform_corner_12k,4,10,9.263667726516724,0.8482494674644514,0.9063172042369843,0.01965392199330024,3.394168972969055,0.26769042479076954,0.9210957109928131,0.008849940561051864
ours_v2_corner_12k,uniform_corner_12k,5,10,9.657197952270508,0.9288453242478297,0.9010971426963806,0.021064124559633465,4.3072668552398685,0.3514036617181188,0.9123718082904816,0.010207863527396189
ours_v2_corner_12k,uniform_corner_12k,6,10,10.153897476196288,0.9575031761615039,0.8960129618644714,0.021312898564304666,5.248118686676025,0.4419819060275192,0.9005039632320404,0.012033233549421126
ours_v2_corner_12k,uniform_corner_12k,7,10,10.856562519073487,1.029964623318926,0.8885251641273498,0.02205527109953074,6.218700504302978,0.5339643485977442,0.8850642263889312,0.014455820389856865
ours_v2_corner_12k,uniform_corner_12k,8,10,11.971974945068359,1.1139157691885526,0.8782042384147644,0.021473001086922416,7.220860195159912,0.6247082890301675,0.8638556122779846,0.01793594604570875
ours_v2_corner_12k,uniform_corner_12k,9,10,13.557597255706787,1.19389037403093,0.8732967019081116,0.019709870538371116,8.24691128730774,0.7085343071816571,0.8365266382694244,0.023056425990119946
ours_v2_corner_12k,zero_corner_12k,0,10,7.895794773101807,0.7921758510552374,0.9339399099349975,0.014567491319956483,0.0,0.0,0.9383561730384826,0.006415770148615845
ours_v2_corner_12k,zero_corner_12k,1,10,7.916686058044434,0.8641856783231298,0.932665079832077,0.015679430258677372,0.7895795345306397,0.07921763521165234,0.9355142176151275,0.0069383861227988045
ours_v2_corner_12k,zero_corner_12k,2,10,8.211079645156861,0.8794716847305781,0.9280763745307923,0.016373504330825045,1.5780871868133546,0.16573725679985005,0.9316715121269226,0.007456537435417911
ours_v2_corner_12k,zero_corner_12k,3,10,8.382353687286377,0.9498902109231596,0.9267113268375397,0.017189019553072178,2.3938605427742004,0.253634932132334,0.9267749488353729,0.008145507766192177
ours_v2_corner_12k,zero_corner_12k,4,10,8.87831254005432,0.9919839701426031,0.9197261691093445,0.01837083329369676,3.222217154502869,0.3487364584408771,0.9200180292129516,0.009138009402321335
ours_v2_corner_12k,zero_corner_12k,5,10,9.297835206985473,1.0292919162198118,0.9146426677703857,0.018904459834233143,4.095867037773132,0.447560862799554,0.9115475177764892,0.010472102701523614
ours_v2_corner_12k,zero_corner_12k,6,10,9.917153072357177,1.1170052072085026,0.9073421776294708,0.02022658575731215,5.001434183120727,0.548758169158447,0.9003967404365539,0.01232779069764506
ours_v2_corner_12k,zero_corner_12k,7,10,10.697047710418701,1.2050805649293355,0.89870325922966,0.02125173287438892,5.948130941390991,0.6579295601329541,0.8866830766201019,0.014725625538681956
ours_v2_corner_12k,zero_corner_12k,8,10,11.802409744262695,1.428357196393343,0.8894921481609345,0.023117313240609012,6.930837106704712,0.7709210315958799,0.8688371360301972,0.018350703516575945
ours_v2_corner_12k,zero_corner_12k,9,10,13.60065336227417,1.6594660653799436,0.8902097702026367,0.02189362739010608,7.948903512954712,0.891154710172188,0.8516265630722046,0.0213607117448806
ours_v3_corner_12k,ours_v4_corner_12k,0,10,5.997701263427734,0.35215022496230974,0.9664273381233215,0.004189780635186321,0.0,0.0,0.9712915539741516,0.0014845965878493236
ours_v3_corner_12k,ours_v4_corner_12k,1,10,6.111782073974609,0.3891856670357876,0.9648119270801544,0.0047686845701620986,0.5997701406478881,0.035215000949608756,0.97031871676445,0.0017569390364687854
ours_v3_corner_12k,ours_v4_corner_12k,2,10,6.1779029846191404,0.3970393216218312,0.9642843544483185,0.005003700897246281,1.2077962160110474,0.07407284064352668,0.9690430998802185,0.001973119395138928
ours_v3_corner_12k,ours_v4_corner_12k,3,10,6.33747706413269,0.43984629440426376,0.9631307184696197,0.005721966421142228,1.8202069401741028,0.11335998949830313,0.9670036911964417,0.0021576272446116288
ours_v3_corner_12k,ours_v4_corner_12k,4,10,6.468426084518432,0.5372377969879396,0.9625109970569611,0.006848859957195807,2.4422666311264036,0.1559757405523955,0.9651360630989074,0.00250867437846234
ours_v3_corner_12k,ours_v4_corner_12k,5,10,6.708008432388306,0.7096180924478026,0.9605224132537842,0.008915835646066904,3.0710055112838743,0.206620167630997,0.9620830893516541,0.0030260794202553775
ours_v3_corner_12k,ours_v4_corner_12k,6,10,6.900474739074707,1.03221123212871,0.9592980325222016,0.012981306774684273,3.7114667892456055,0.27167513994317055,0.9581216096878051,0.004133143197284364
ours_v3_corner_12k,ours_v4_corner_12k,7,10,7.556731653213501,1.4253769183145608,0.9535025596618653,0.01945422959397939,4.343394708633423,0.3624764418170366,0.9515499830245971,0.006219248122795476
ours_v3_corner_12k,ours_v4_corner_12k,8,10,8.633385038375854,1.6629366900863078,0.9462022840976715,0.023006574232362745,4.984532117843628,0.495095725436663,0.9421251952648163,0.009516828891641915
ours_v3_corner_12k,ours_v4_corner_12k,9,10,10.412339019775391,1.9284474303482948,0.9418635308742523,0.024881412585295245,5.651812648773193,0.6603639181617083,0.9295462667942047,0.014518296800340212
ours_v3_corner_12k,random_corner_12k,0,10,6.4811821460723875,0.4214048007385285,0.9566528677940369,0.006338190844891676,0.0,0.0,0.9615491092205047,0.0031406524193802314
ours_v3_corner_12k,random_corner_12k,1,10,6.575362777709961,0.453827130402265,0.9547459721565247,0.006876918716765613,0.6481182396411895,0.04214052017304309,0.960043877363205,0.0033303377854484294
ours_v3_corner_12k,random_corner_12k,2,10,6.735500955581665,0.4521557990407956,0.9532590925693512,0.006888913432579312,1.3023881316184998,0.08764948832110987,0.9577786505222321,0.0034939170060503625
ours_v3_corner_12k,random_corner_12k,3,10,6.904372119903565,0.47212146662788573,0.9514009594917298,0.007529276426613027,1.9702107548713683,0.13283781971248218,0.9549902439117431,0.0037427094806084826
ours_v3_corner_12k,random_corner_12k,4,10,7.146878242492676,0.5026322872572788,0.9494108915328979,0.00849769636096925,2.652602934837341,0.17959403470432986,0.9517169296741486,0.004079284950898121
ours_v3_corner_12k,random_corner_12k,5,10,7.509253883361817,0.6024288546898383,0.9449434399604797,0.010802101193344958,3.349346709251404,0.22680342141655357,0.9470171332359314,0.004716476704042753
ours_v3_corner_12k,random_corner_12k,6,10,8.243330335617065,0.8186003886984854,0.9365902245044708,0.015819080477992603,4.069290399551392,0.2774455959458323,0.9402649402618408,0.005756884170249701
ours_v3_corner_12k,random_corner_12k,7,10,9.154284906387328,1.1433339134613572,0.9262098252773285,0.023068474168853152,4.835005426406861,0.3322873542531875,0.9297310829162597,0.007970122070846557
ours_v3_corner_12k,random_corner_12k,8,10,10.845755195617675,1.3102914284602718,0.9096414506435394,0.02669066731391426,5.640855073928833,0.4103452164706837,0.9127140879631043,0.011720795140042565
ours_v3_corner_12k,random_corner_12k,9,10,13.896470832824708,1.6748519172734309,0.8929407000541687,0.030419561260031685,6.539596080780029,0.5187283836355147,0.8879694104194641,0.01702924174808541
ours_v3_corner_12k,uniform_corner_12k,0,10,7.582704067230225,0.7349411718175919,0.9395978629589081,0.012219067922051248,0.0,0.0,0.9558593213558197,0.005917235541464302
ours_v3_corner_12k,uniform_corner_12k,1,10,7.646268510818482,0.7262070040426692,0.9376588284969329,0.012505255202698866,0.7582704484462738,0.07349414425846368,0.9535196900367737,0.006453800562896822
ours_v3_corner_12k,uniform_corner_12k,2,10,7.832530164718628,0.7562421397726534,0.9355585157871247,0.0132287226961384,1.519946241378784,0.14611137913799876,0.9508418321609498,0.007116543385500891
ours_v3_corner_12k,uniform_corner_12k,3,10,8.019187402725219,0.7584373953439992,0.9332475244998932,0.013665467509546678,2.298316764831543,0.22179964408580374,0.9471158802509307,0.007791577939777995
ours_v3_corner_12k,uniform_corner_12k,4,10,8.409122753143311,0.813466066442165,0.9285236060619354,0.015440897675198673,3.0889175653457643,0.297321880478655,0.9433905482292175,0.00869346510493769
ours_v3_corner_12k,uniform_corner_12k,5,10,8.91046953201294,0.8544751697889549,0.9211060225963592,0.017704919351146625,3.9135721206665037,0.3769648104666726,0.9368431150913239,0.01001828599143221
ours_v3_corner_12k,uniform_corner_12k,6,10,9.477556705474854,0.9731383203303284,0.9150854766368866,0.02139343525505607,4.77261004447937,0.4574530074373924,0.9283637821674346,0.011850847272024017
ours_v3_corner_12k,uniform_corner_12k,7,10,10.391878509521485,1.1531238543960005,0.9043417096138,0.026491392597883877,5.657549142837524,0.5404108272964271,0.9153058588504791,0.014412400946512693
ours_v3_corner_12k,uniform_corner_12k,8,10,11.819069766998291,1.1808389313457373,0.8926940262317657,0.02635930688054956,6.58175802230835,0.629291549606726,0.8962948620319366,0.01731842733220219
ours_v3_corner_12k,uniform_corner_12k,9,10,14.785564708709718,1.4802605743422774,0.878552770614624,0.026812697901985462,7.551744604110718,0.7189015718286424,0.868796992301941,0.020806686992486553
ours_v3_corner_12k,zero_corner_12k,0,10,6.793430137634277,0.44539646804941024,0.9533638954162598,0.005801392373712638,0.0,0.0,0.9590909898281097,0.002947594103087142
ours_v3_corner_12k,zero_corner_12k,1,10,6.960858106613159,0.4668802541518592,0.9504030525684357,0.005831967436757826,0.6793430626392365,0.04453964751100788,0.957879650592804,0.003025228684994867
