model_name,layer,denoise_index,count,x_t_norm_mean,x_t_norm_std,v_t_norm_mean,v_t_norm_std,suffix_hidden_norm_mean,suffix_hidden_norm_std
random_corner_12k,7,9,10,36.37355766296387,0.5672271733524661,27.630116844177245,0.8657835669100805,189.7389389038086,0.007584162947738001
random_corner_12k,11,0,10,40.152682876586915,0.7227868328816696,21.61564712524414,0.8718522664585543,189.7350051879883,0.005423193665754254
random_corner_12k,11,1,10,39.3974422454834,0.7116385472929599,21.552614402770995,0.8487616142682326,189.73595123291017,0.002814665943838049
random_corner_12k,11,2,10,38.75642852783203,0.6995634810299026,21.65895519256592,0.823976917198733,189.73656005859374,0.002671837929139432
random_corner_12k,11,3,10,38.20300941467285,0.6840149347378699,21.743566703796386,0.8087207936513899,189.7344497680664,0.005345105893254898
random_corner_12k,11,4,10,37.73397941589356,0.6653368114628953,22.055780601501464,0.7926460495762845,189.7363510131836,0.005321067053899137
random_corner_12k,11,5,10,37.34410705566406,0.643837357657131,22.279128074645996,0.7509087323032001,189.7372833251953,0.004351694284837172
random_corner_12k,11,6,10,37.03055648803711,0.6206897123705338,22.808054733276368,0.6957207403256732,189.73563537597656,0.0035961065133427897
random_corner_12k,11,7,10,36.79043312072754,0.5972834295665167,23.463283157348634,0.6327323333803085,189.73374633789064,0.005440030298481742
random_corner_12k,11,8,10,36.58928108215332,0.5781779806552237,24.669109725952147,0.6700396812135925,189.73558807373047,0.0043938596530169165
random_corner_12k,11,9,10,36.37355766296387,0.5672271733524661,27.630116844177245,0.8657835669100805,189.7389389038086,0.007584162947738001
uniform_corner_12k,3,0,10,40.152682876586915,0.7227868328816696,21.178638076782228,0.7612804240575035,189.73663940429688,0.0031409704886614957
uniform_corner_12k,3,1,10,39.38941497802735,0.7087807611610754,21.121998977661132,0.7474740884436427,189.73604278564454,0.0029107598984381773
uniform_corner_12k,3,2,10,38.74204940795899,0.6962013374028252,21.224829483032227,0.7469686039603677,189.73613586425782,0.0042138255925076055
uniform_corner_12k,3,3,10,38.167057037353516,0.6833237964114148,21.38188304901123,0.7377940219773499,189.7341110229492,0.00354051948444429
uniform_corner_12k,3,4,10,37.66175804138184,0.6702234283515818,21.589580917358397,0.7146921220297376,189.73857574462892,0.002343553793164895
uniform_corner_12k,3,5,10,37.23854103088379,0.6564216492960918,21.88627071380615,0.691402271222477,189.73782348632812,0.003546793840126758
uniform_corner_12k,3,6,10,36.88632659912109,0.6414584896231845,22.446049690246582,0.651171481030012,189.7359588623047,0.003379963340119606
uniform_corner_12k,3,7,10,36.597019577026366,0.625586264703571,23.162772369384765,0.6053459031890848,189.73516693115235,0.005649167445346418
uniform_corner_12k,3,8,10,36.341630172729495,0.6104476733926215,24.52085437774658,0.5737683086098023,189.73665771484374,0.0041640684600128975
uniform_corner_12k,3,9,10,36.059098434448245,0.5995819200523299,27.319591903686522,0.6069428946423716,189.73375549316407,0.00652469174668171
uniform_corner_12k,7,0,10,40.152682876586915,0.7227868328816696,21.178638076782228,0.7612804240575035,189.73663940429688,0.0031409704886614957
uniform_corner_12k,7,1,10,39.38941497802735,0.7087807611610754,21.121998977661132,0.7474740884436427,189.73604278564454,0.0029107598984381773
uniform_corner_12k,7,2,10,38.74204940795899,0.6962013374028252,21.224829483032227,0.7469686039603677,189.73613586425782,0.0042138255925076055
uniform_corner_12k,7,3,10,38.167057037353516,0.6833237964114148,21.38188304901123,0.7377940219773499,189.7341110229492,0.00354051948444429
uniform_corner_12k,7,4,10,37.66175804138184,0.6702234283515818,21.589580917358397,0.7146921220297376,189.73857574462892,0.002343553793164895
uniform_corner_12k,7,5,10,37.23854103088379,0.6564216492960918,21.88627071380615,0.691402271222477,189.73782348632812,0.003546793840126758
uniform_corner_12k,7,6,10,36.88632659912109,0.6414584896231845,22.446049690246582,0.651171481030012,189.7359588623047,0.003379963340119606
uniform_corner_12k,7,7,10,36.597019577026366,0.625586264703571,23.162772369384765,0.6053459031890848,189.73516693115235,0.005649167445346418
uniform_corner_12k,7,8,10,36.341630172729495,0.6104476733926215,24.52085437774658,0.5737683086098023,189.73665771484374,0.0041640684600128975
uniform_corner_12k,7,9,10,36.059098434448245,0.5995819200523299,27.319591903686522,0.6069428946423716,189.73375549316407,0.00652469174668171
uniform_corner_12k,11,0,10,40.152682876586915,0.7227868328816696,21.178638076782228,0.7612804240575035,189.73663940429688,0.0031409704886614957
uniform_corner_12k,11,1,10,39.38941497802735,0.7087807611610754,21.121998977661132,0.7474740884436427,189.73604278564454,0.0029107598984381773
uniform_corner_12k,11,2,10,38.74204940795899,0.6962013374028252,21.224829483032227,0.7469686039603677,189.73613586425782,0.0042138255925076055
uniform_corner_12k,11,3,10,38.167057037353516,0.6833237964114148,21.38188304901123,0.7377940219773499,189.7341110229492,0.00354051948444429
uniform_corner_12k,11,4,10,37.66175804138184,0.6702234283515818,21.589580917358397,0.7146921220297376,189.73857574462892,0.002343553793164895
uniform_corner_12k,11,5,10,37.23854103088379,0.6564216492960918,21.88627071380615,0.691402271222477,189.73782348632812,0.003546793840126758
uniform_corner_12k,11,6,10,36.88632659912109,0.6414584896231845,22.446049690246582,0.651171481030012,189.7359588623047,0.003379963340119606
uniform_corner_12k,11,7,10,36.597019577026366,0.625586264703571,23.162772369384765,0.6053459031890848,189.73516693115235,0.005649167445346418
uniform_corner_12k,11,8,10,36.341630172729495,0.6104476733926215,24.52085437774658,0.5737683086098023,189.73665771484374,0.0041640684600128975
uniform_corner_12k,11,9,10,36.059098434448245,0.5995819200523299,27.319591903686522,0.6069428946423716,189.73375549316407,0.00652469174668171
zero_corner_12k,3,0,10,40.152682876586915,0.7227868328816696,22.21663017272949,0.5525791157299859,189.73731079101563,0.004230011549853841
zero_corner_12k,3,1,10,39.30929946899414,0.7008606197034036,22.08017177581787,0.5355577276641751,189.73592071533204,0.002506188634141376
zero_corner_12k,3,2,10,38.58956031799316,0.6805056788353899,22.1585412979126,0.524067716603987,189.73706512451173,0.0034119215331098692
zero_corner_12k,3,3,10,37.95130462646485,0.6598951103387204,22.41871109008789,0.5226563777805042,189.73776092529297,0.003148575974370179
zero_corner_12k,3,4,10,37.39079132080078,0.6388240931092586,22.69686336517334,0.5099581647012869,189.73656005859374,0.0034776972943852532
zero_corner_12k,3,5,10,36.910230255126955,0.6181809079348047,23.043957138061522,0.5321517556322164,189.736376953125,0.004590856156394874
zero_corner_12k,3,6,10,36.50132446289062,0.6007694852015039,23.60246868133545,0.5618669404985498,189.73657684326173,0.005956039385221619
zero_corner_12k,3,7,10,36.15247230529785,0.5876481019939258,24.345212936401367,0.6463372062917649,189.73412628173827,0.004930355593891409
zero_corner_12k,3,8,10,35.81162223815918,0.5827824538485239,25.784683609008788,0.8314025282833526,189.73666687011718,0.004726013277789887
zero_corner_12k,3,9,10,35.39452934265137,0.5903431802557675,29.909696197509767,1.135176515998775,189.73470458984374,0.0068864428053264275
zero_corner_12k,7,0,10,40.152682876586915,0.7227868328816696,22.21663017272949,0.5525791157299859,189.73731079101563,0.004230011549853841
zero_corner_12k,7,1,10,39.30929946899414,0.7008606197034036,22.08017177581787,0.5355577276641751,189.73592071533204,0.002506188634141376
zero_corner_12k,7,2,10,38.58956031799316,0.6805056788353899,22.1585412979126,0.524067716603987,189.73706512451173,0.0034119215331098692
zero_corner_12k,7,3,10,37.95130462646485,0.6598951103387204,22.41871109008789,0.5226563777805042,189.73776092529297,0.003148575974370179
zero_corner_12k,7,4,10,37.39079132080078,0.6388240931092586,22.69686336517334,0.5099581647012869,189.73656005859374,0.0034776972943852532
zero_corner_12k,7,5,10,36.910230255126955,0.6181809079348047,23.043957138061522,0.5321517556322164,189.736376953125,0.004590856156394874
zero_corner_12k,7,6,10,36.50132446289062,0.6007694852015039,23.60246868133545,0.5618669404985498,189.73657684326173,0.005956039385221619
zero_corner_12k,7,7,10,36.15247230529785,0.5876481019939258,24.345212936401367,0.6463372062917649,189.73412628173827,0.004930355593891409
zero_corner_12k,7,8,10,35.81162223815918,0.5827824538485239,25.784683609008788,0.8314025282833526,189.73666687011718,0.004726013277789887
zero_corner_12k,7,9,10,35.39452934265137,0.5903431802557675,29.909696197509767,1.135176515998775,189.73470458984374,0.0068864428053264275
