camera,model_a,model_b,denoise_index,timestep,v_t_l2,v_t_cosine,x_t_l2,hidden_cosine
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,0,1.0,5.160032749176025,0.9713584780693054,0.0,0.9693108797073364
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,1,0.8999999761581421,5.164483070373535,0.9710267782211304,0.5160033702850342,0.9680080413818359
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,2,0.800000011920929,5.274977684020996,0.9698746204376221,1.0291297435760498,0.9665084481239319
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,3,0.699999988079071,5.358994483947754,0.9687013626098633,1.5497032403945923,0.9648250341415405
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,4,0.6000000238418579,5.4551286697387695,0.9678496718406677,2.073090076446533,0.962228536605835
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,5,0.5,5.732259273529053,0.9656745791435242,2.597578287124634,0.9592972993850708
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,6,0.4000000059604645,6.206445693969727,0.9612859487533569,3.1402642726898193,0.9550023078918457
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,7,0.30000001192092896,7.120013236999512,0.951270580291748,3.7052457332611084,0.9487408995628357
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,8,0.20000000298023224,8.143915176391602,0.9416974782943726,4.321816444396973,0.9393079280853271
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,9,0.10000000149011612,10.199846267700195,0.924839198589325,4.984409332275391,0.9248493313789368
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,0,1.0,8.433988571166992,0.9235272407531738,0.0,0.9366649389266968
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,1,0.8999999761581421,8.73791790008545,0.9166786670684814,0.843398928642273,0.934326171875
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,2,0.800000011920929,9.138057708740234,0.9097802639007568,1.7143200635910034,0.9304888844490051
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,3,0.699999988079071,9.622164726257324,0.9003259539604187,2.6232614517211914,0.9259722232818604
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,4,0.6000000238418579,10.117321014404297,0.8914494514465332,3.5778026580810547,0.9202184677124023
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,5,0.5,10.925606727600098,0.8763522505760193,4.5717973709106445,0.9109722375869751
