camera,model_a,model_b,denoise_index,timestep,v_t_l2,v_t_cosine,x_t_l2,hidden_cosine
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,0,1.0,5.558629989624023,0.9683608412742615,0.0,0.9704166650772095
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,1,0.8999999761581421,5.513570308685303,0.9684504270553589,0.5558630228042603,0.9691100716590881
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,2,0.800000011920929,5.646214008331299,0.9672948122024536,1.1036220788955688,0.9676046371459961
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,3,0.699999988079071,5.683413028717041,0.9665542244911194,1.660297155380249,0.9657864570617676
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,4,0.6000000238418579,5.755242824554443,0.9657455682754517,2.2158522605895996,0.9629677534103394
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,5,0.5,5.920647144317627,0.9644986391067505,2.7708492279052734,0.959455132484436
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,6,0.4000000059604645,6.334227085113525,0.9602465033531189,3.331547260284424,0.954560399055481
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,7,0.30000001192092896,7.110151767730713,0.9512097239494324,3.903916835784912,0.9474456310272217
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,8,0.20000000298023224,8.022262573242188,0.942194938659668,4.516389846801758,0.9367577433586121
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,9,0.10000000149011612,9.420334815979004,0.9324583411216736,5.164907455444336,0.920472264289856
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,0,1.0,8.677752494812012,0.9207404255867004,0.0,0.9422083497047424
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,1,0.8999999761581421,8.943470001220703,0.9145828485488892,0.8677752017974854,0.9398089647293091
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,2,0.800000011920929,9.231901168823242,0.9103327989578247,1.7593778371810913,0.936224639415741
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,3,0.699999988079071,9.532960891723633,0.9046981334686279,2.677151918411255,0.9322388172149658
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,4,0.6000000238418579,9.79829216003418,0.9010623693466187,3.6226611137390137,0.9271335005760193
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,5,0.5,10.369932174682617,0.8915303349494934,4.584814071655273,0.9198523163795471
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,6,0.4000000059604645,10.960759162902832,0.8836080431938171,5.593477249145508,0.9103942513465881
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,7,0.30000001192092896,11.432903289794922,0.8793567419052124,6.634913444519043,0.8990488648414612
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,8,0.20000000298023224,12.466035842895508,0.8723434209823608,7.691149711608887,0.8838346004486084
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,9,0.10000000149011612,14.30773639678955,0.8748830556869507,8.775955200195312,0.8684873580932617
"corner,gripperPOV",ours_v1_corner_12k,ours_v4_corner_12k,0,1.0,9.494494438171387,0.9094786643981934,0.0,0.933234691619873
"corner,gripperPOV",ours_v1_corner_12k,ours_v4_corner_12k,1,0.8999999761581421,9.803786277770996,0.9025614261627197,0.9494494199752808,0.9288606643676758
"corner,gripperPOV",ours_v1_corner_12k,ours_v4_corner_12k,2,0.800000011920929,10.081793785095215,0.8983978033065796,1.9271184206008911,0.9245423674583435
"corner,gripperPOV",ours_v1_corner_12k,ours_v4_corner_12k,3,0.699999988079071,10.310961723327637,0.8954951763153076,2.930219888687134,0.918708086013794
