method_name,position_correlation,d_bar_ratio,cluster_separation,overall_score,start_pct,end_pct,window_length_pct,weighting,cache_key,recommended
temporal_weighted_window,0.011298524237022916,7.379642784465762e-14,0.0,0.006779114542228509,0.1,0.8,0.7000000000000001,gaussian,670d8954c38d972e68475cb037627016,
temporal_weighted_window,0.011182795396969914,1.0716302410515335e-13,0.0,0.0067096772382033805,0.05,0.65,0.6,gaussian,d5ef1aeba11b685ee7a52a56b4316020,
temporal_weighted_window,0.011112694184023556,6.44327875875281e-14,0.0,0.00666761651042702,0.35,0.9,0.55,cosine,1b07cca594c66a709abbf072bd032af8,
temporal_weighted_window,0.011098104657889022,2.4334317982852437e-14,0.0,0.00665886279473828,0.4,0.95,0.5499999999999999,cosine,e55093e88d21664a9e05cf886ed174c5,
temporal_window,0.010950837210339678,0.05484356434905062,0.0,0.01753921519601393,0.5,0.95,0.44999999999999996,uniform,e0dadf45672d8b55983efa38b583f697,
temporal_weighted_window,0.010950070381089205,4.4888116755847566e-14,0.0,0.006570042228662499,0.2,0.9,0.7,triangular,e458960766b81a8441872a0afd3e26bd,
temporal_weighted_window,0.010881613845602068,3.227147666855921e-13,0.0,0.006528968307425783,0.6,0.95,0.35,gaussian,90216720ce0fca201f96324e4833b966,
temporal_weighted_window,0.010832626399670506,6.164178667580926e-14,0.0,0.006499575839814632,0.2,0.7,0.49999999999999994,triangular,739973b3b8573ffaeb9fcf620ba20e34,
temporal_weighted_window,0.01059932507296955,5.711499712783827e-14,0.0,0.006359595043793153,0.1,0.95,0.85,cosine,6f921bcaeb364967b57682141a27da96,
temporal_weighted_window,0.010580961099917238,5.750021773536383e-14,0.0,0.006348576659961843,0.05,1.0,0.95,triangular,2a724b6a5c30ae0c462438716234fa8b,
temporal_window,0.010559194724077715,0.06954051543140112,16.993601263968053,3.418963872714338,0.35,1.0,0.65,uniform,c6217fb02feca25b0ef3582bec84d90c,
temporal_weighted_window,0.010534322929609395,3.442994746257413e-14,0.0,0.006320593757772523,0.15,0.85,0.7,cosine,7bb6d954d3eb65d7e1e9efc838a45646,
temporal_weighted_window,0.010497789680843866,5.086173058365552e-14,0.0,0.006298673808516492,0.05,0.95,0.8999999999999999,cosine,a6629796c17496d09be3257152faae6b,
temporal_weighted_window,0.010379265268656795,9.729070446186152e-14,0.0,0.006227559161213535,0.1,0.7,0.6,gaussian,1633e23b1465e42ae25aea3f7b3afb1b,
temporal_weighted_window,0.010332915027215646,4.576035015159569e-13,0.0,0.006199749016420908,0.3,0.5,0.2,gaussian,e841aef7d6c3b50e9b937e40533bbaec,
temporal_weighted_window,0.010212915017388411,5.510057776634062e-14,0.0,0.006127749010444067,0.05,0.85,0.7999999999999999,gaussian,8060c1b9e2ad95e90b206ba63838d0fe,
temporal_weighted_window,0.01018087764851044,6.241481632524026e-14,0.0,0.006108526589118746,0.05,0.9,0.85,gaussian,0f4149c4cd78901f206d243381654d46,
temporal_multi_window,0.010131810380031992,0.07217948555702161,0.0,0.020514983339423518,0.4,1.0,0.6,uniform,b8486f6ab820529164dcb9191a8fb964,
temporal_window,0.010080828163888698,0.07596114026112781,4.0783738404987036,0.8369154930502994,0.25,1.0,0.75,uniform,474c99cd681ea8838c8b7e22e09f0a88,
temporal_weighted_window,0.01006620094163545,1.0689254822261187e-13,0.0,0.006039720565002648,0.2,0.7,0.49999999999999994,gaussian,b04dbb9c69dfd75b5124ca34ae8cc367,
temporal_weighted_window,0.010048325624478854,7.046135981528798e-14,0.0,0.006028995374701404,0.35,0.95,0.6,triangular,8509553da61a3c812092b188685be5c3,
temporal_weighted_window,0.009977530384735334,0.0,0.0,0.0059865182308412,0.65,0.9,0.25,cosine,55049c033b62bf10d1b386c35b99e2ba,
temporal_weighted_window,0.009871148530153384,4.456172897649984e-14,0.0,0.005922689118100942,0.1,1.0,0.9,gaussian,fd0b5d02f7180a4f8e901b9d3c836cbf,
temporal_window,0.009813611232932878,0.05757618804024531,117.49771688371627,23.516946781091065,0.3,0.8,0.5,uniform,8325d807b9897f4de13ff2118af11d69,
temporal_weighted_window,0.009791616565701829,7.54345417280637e-14,0.0,0.005874969939436184,0.3,0.75,0.45,gaussian,50370ab72ad57ec02615dbb68709f140,
temporal_multi_window,0.009757481329381982,0.06300684058921074,0.0,0.018455856915471337,0.0,0.65,0.65,uniform,23de97b454425ff94efde31b3a38af2d,
temporal_multi_window,0.009757481329381982,0.06300684058921074,0.0,0.018455856915471337,0.35,1.0,0.65,uniform,77228b35d4681f19d8edd4c9da276545,
temporal_weighted_window,0.009735023227731534,4.3977048453579686e-14,0.0,0.005841013936647715,0.0,0.95,0.95,gaussian,75db2d41f7858408b1aa0644088bc5c7,
temporal_weighted_window,0.009640721551870188,7.139356249892706e-14,0.0,0.005784432931136391,0.5,0.95,0.44999999999999996,triangular,86a793e036d881a6ea4f254c42c37e99,
temporal_window,0.009607967247045275,0.07220994452959617,7.933140797305733,1.606834928715293,0.0,0.75,0.75,uniform,8f0221802b8a093986e7b776c5a7d8a2,
temporal_window,0.009577896922393525,0.07134128610767011,0.0,0.02001499537497014,0.4,0.75,0.35,uniform,fc02d853991da65d5dbc108be692660c,
temporal_weighted_window,0.009551036075991622,6.982017628230917e-14,0.0,0.005730621645608936,0.45,0.95,0.49999999999999994,cosine,7b882e151995b446d2be918f3bef1282,
temporal_weighted_window,0.009549605844859524,6.986105674746222e-14,0.0,0.005729763506929686,0.5,0.95,0.44999999999999996,cosine,af939c7dc3190fd890f04cf12b234905,
temporal_weighted_window,0.009423247036023466,7.128757805677798e-14,0.0,0.005653948221628337,0.45,0.95,0.49999999999999994,triangular,5c6d215aba5cdc92d84395e6ca64e7ed,
temporal_window,0.009416584703919657,0.04434602337074642,0.0,0.014519155496501079,0.35,0.8,0.45000000000000007,uniform,9519b1e00755ebb64c1c76d531cf1e0e,
temporal_weighted_window,0.009310302620887669,6.19739881554091e-14,0.0,0.005586181572544996,0.2,0.8,0.6000000000000001,cosine,3772495699db4a6021c2d1090df023e1,
temporal_multi_window,0.00910126497168788,0.040674680590698,0.0,0.01359569510115233,0.1,0.9,0.8,uniform,3123ce6c3b697af4576623cde8fdbb99,
temporal_weighted_window,0.008979228715846777,0.000517860430381457,0.0,0.005491109315584357,0.3,0.4,0.10000000000000003,gaussian,221ae1850b45a5a2bea5d743d8c2ec32,
temporal_weighted_window,0.008805782949613542,2.29962961096942e-14,0.0,0.005283469769772725,0.4,0.95,0.5499999999999999,triangular,a46f8a1e742e9cd00b5e876215493d55,
temporal_weighted_window,0.008701738418844708,0.0,0.0,0.005221043051306824,0.6,0.75,0.15000000000000002,triangular,55554d96981dd8542b0df5161e353f71,
temporal_weighted_window,0.008701738418844708,0.0,0.0,0.005221043051306824,0.6,0.75,0.15000000000000002,cosine,dabeec9bf98f1dc061bfe17b98e679e5,
temporal_multi_window,0.00868577175346376,0.07677796058299469,0.0,0.020567055168677194,0.05,0.55,0.5,uniform,63bcf9643224f3f72334b5f374d14028,
temporal_multi_window,0.00868577175346376,0.07677796058299469,0.0,0.020567055168677194,0.45,0.95,0.49999999999999994,uniform,bbe7f666182b4334c1a5fef0e08446cd,
temporal_multi_window,0.008675361608133219,0.0,0.0,0.005205216964879931,0.45,0.85,0.39999999999999997,uniform,9b7463e81ee371b58df86b0a960cb7bb,
temporal_weighted_window,0.008622969918933446,3.9911777829044236e-14,0.0,0.00517378195136805,0.3,0.85,0.55,triangular,414d7a8c44e63dc03832b8105c921298,
temporal_weighted_window,0.008585633241377302,5.721937877563737e-14,0.0,0.005151379944837825,0.0,0.8,0.8,gaussian,77dca6d9847d7b0fed64398e283f7057,
temporal_multi_window,0.008503761144445163,0.0,0.0,0.005102256686667098,0.55,0.75,0.19999999999999996,uniform,a3bba9b8233a88b008dd0a34f8dde10e,
temporal_weighted_window,0.008501115165998337,5.408899331471072e-14,0.0,0.00510066909960982,0.3,0.7,0.39999999999999997,triangular,e4d03dbc35d15dcc5a23874a19ac3345,
temporal_weighted_window,0.008407539508571388,3.994269758269077e-14,0.0,0.005044523705150821,0.55,0.85,0.29999999999999993,cosine,5cad37ba2b321cb06d2fc41f8ce42cae,
temporal_weighted_window,0.008369392976548684,3.9939526156914134e-13,0.0,0.0050216357860090885,0.1,0.4,0.30000000000000004,gaussian,8ae4d3037f1485de69533663722828aa,
temporal_window,0.00833579923430592,0.0783877058600677,0.0,0.020679020712597092,0.45,0.6,0.14999999999999997,uniform,54b0a7099dd0628797fbd1b64b4354f5,
temporal_window,0.008327170353719498,0.08469429019633296,0.0,0.02193516025149829,0.05,0.4,0.35000000000000003,uniform,253abd9b12c9b5b51cb3a8e78a6bffaf,
temporal_weighted_window,0.008245134725487026,3.86589529924326e-14,0.0,0.004947080835299947,0.2,0.75,0.55,gaussian,0135e81148a2c48a9234b1f9405d81b1,
temporal_weighted_window,0.00823459653885362,4.589997370037985e-14,0.0,0.004940757923321352,0.15,0.8,0.65,cosine,aba3c157629b13739d91afdab5788265,
temporal_weighted_window,0.008211478636559008,4.1346472077833276e-14,0.0,0.004926887181943674,0.3,0.75,0.45,cosine,465c7f99da7714b83b9c6d9582845051,
temporal_weighted_window,0.008197742597912392,1.2524406883384443e-13,0.0,0.004918645558772484,0.1,0.4,0.30000000000000004,triangular,fce690f6de6d59c26b60a20f176cfd39,
temporal_weighted_window,0.008193239571974865,3.572486633478827e-14,0.0,0.004915943743192064,0.55,0.85,0.29999999999999993,triangular,96d4e8266c1a799b8efef869de589601,
