rank,method_name,position_correlation,d_bar_ratio,cluster_separation,overall_score,start_pct,end_pct,window_length_pct,weighting,cache_key
492,temporal_weighted_window,0.0209614431606286,0.0999999997699743,0.0,0.032576865850372,0.3,0.75,0.45,gaussian,50370ab72ad57ec02615dbb68709f140
493,temporal_multi_window,0.0209406425022491,0.101502718949601,0.0,0.0328649292912696,0.3,0.95,0.6499999999999999,uniform,fa8299c5fbad5bd814d3c486bdd74439
494,temporal_multi_window,0.0209346813210049,0.1046104661566736,0.0,0.0334829020239376,0.05,0.85,0.7999999999999999,uniform,36c3ba78aa044dbae86d9d1ac3bb0127
495,temporal_weighted_window,0.0207663552798367,0.0999999997493793,0.0,0.0324598131177779,0.15,0.85,0.7,cosine,7bb6d954d3eb65d7e1e9efc838a45646
496,temporal_weighted_window,0.0207203912342556,0.0999999996721913,0.0,0.0324322346749916,0.0,0.7,0.7,triangular,578a640ec15d3e491febece4d585bd0b
497,temporal_weighted_window,0.0206299806370348,0.0999999997891966,0.0,0.0323779883400602,0.15,0.8,0.65,triangular,55d528f62f25a6b6c7b5a3abba6da2a4
498,temporal_window,0.0206153133804132,0.1325922575323591,9.396050493792046,1.918097738293129,0.0,0.95,0.95,uniform,01502bd4df469a8d9323f57610b7b06a
499,temporal_weighted_window,0.0205437778340402,0.0999999999491073,0.0,0.0323262666902456,0.0,1.0,1.0,gaussian,dd510ecd39b86872d3ea7f58dda16fbc
500,temporal_weighted_window,0.0203965075644292,0.0999999998023069,0.0,0.0322379044991189,0.35,1.0,0.65,cosine,c1389c71dc61c1301fe6aa16b486c3a1
501,temporal_multi_window,0.0203724188378381,0.1007919955888245,0.0,0.0323818504204678,0.15,0.8,0.65,uniform,04cf83e663ae0247eb2b47c4209a45ff
502,temporal_weighted_window,0.0203421075320078,3.0848722790319066e-14,0.0,0.0122052645192108,0.05,0.45,0.4,cosine,f90e85afd4b1850f0cb9670993c0f9c5
503,temporal_multi_window,0.0201602716909807,0.0,0.0,0.0120961630145884,0.2,0.5,0.3,uniform,b6b82824a22c3060bc69370104a8aeb2
504,temporal_weighted_window,0.0201090942772458,3.1499339558434405e-14,0.0,0.0120654565663538,0.55,0.95,0.3999999999999999,cosine,ff06190646e33dbbfd95ceb0e67af8e8
505,temporal_weighted_window,0.0200772503062931,0.0999999997797109,0.0,0.032046350139718,0.15,0.85,0.7,gaussian,4c4aff296ced56cd448afa7ef031190e
506,temporal_multi_window,0.0200324823503251,0.0568715423409496,0.0,0.023393797878385,0.05,0.7,0.6499999999999999,uniform,0a327a202c0bfbdbdb8a5f16ea69117f
507,temporal_weighted_window,0.0199680967839773,0.0999999992493928,0.0,0.0319808579202649,0.4,1.0,0.6,triangular,b4cca83c24e1229c0217e305558e899a
508,temporal_weighted_window,0.0199521082063117,0.0,0.0,0.011971264923787,0.55,0.9,0.35,triangular,89f4bfd36aef5529c419f0775c56b3f8
509,temporal_weighted_window,0.0198883712490028,0.0999999998225062,0.0,0.0319330227139029,0.4,0.75,0.35,triangular,dd227592a8fe6af4614367d8234474f7
510,temporal_multi_window,0.0197890022675932,0.1034796831536227,0.0,0.0325693379912804,0.25,0.95,0.7,uniform,603ebf8173a1ffb3233f0fa07be6c824
511,temporal_multi_window,0.0196616323040884,0.0568114663160455,0.0,0.0231592726456621,0.4,1.0,0.6,uniform,b8486f6ab820529164dcb9191a8fb964
512,temporal_window,0.0196180726681685,0.0,0.0,0.0117708436009011,0.2,0.45,0.25,uniform,dcfaaa32598609989a8a54060ee8b890
513,temporal_weighted_window,0.0195851456008093,0.0999999999580702,0.0,0.0317510873520996,0.0,0.9,0.9,gaussian,0710aeba6b41e16d97f5751e4a242f14
514,temporal_weighted_window,0.0195395066866009,0.0999999997298602,0.0,0.0317237039579326,0.0,0.8,0.8,gaussian,77dca6d9847d7b0fed64398e283f7057
515,temporal_weighted_window,0.0195230001989522,0.0999999946975864,0.0,0.0317137990588886,0.0,0.6,0.6,cosine,85aa7a6a433df29e2f1c257aeceaa23a
516,temporal_weighted_window,0.0195165503003851,3.080298309396546e-14,0.0,0.0117099301802372,0.05,0.45,0.4,triangular,81a5ccdd4470c061097e6f99535c286e
517,temporal_weighted_window,0.0194452280941366,0.0999999999023025,0.0,0.0316671368369424,0.25,1.0,0.75,cosine,0eee629dee91641cc29ccf9b45beaac4
518,temporal_weighted_window,0.0193518798940876,0.0999999971786571,0.0,0.031611127372184,0.15,0.6,0.4499999999999999,cosine,8a7de1bee3661ffd805bc0eb6e516c76
519,temporal_weighted_window,0.0193344584050316,0.0999999996350746,0.0,0.0316006749700339,0.2,0.75,0.55,triangular,8fb6b70aecf84f4466738392435e649d
520,temporal_window,0.0192761854054205,0.115633002193867,12.39592923290406,2.5138781582628376,0.15,1.0,0.85,uniform,d3859c4982ca1fb72eb88874ea84040a
521,temporal_window,0.0192434482157786,0.0,0.0,0.0115460689294672,0.55,0.9,0.35,uniform,6384ea691fcc5a8a57d3068c6c23f06b
522,temporal_window,0.0192154031287334,0.1134855811838152,10.3431170463127,2.102849767376544,0.0,0.85,0.85,uniform,f900628cffdbf149241f99be8d2c33a6
523,temporal_weighted_window,0.0192135594268217,0.0999999996767796,0.0,0.0315281355914489,0.45,0.95,0.4999999999999999,triangular,5c6d215aba5cdc92d84395e6ca64e7ed
524,temporal_window,0.0191823305795158,0.1018058643560156,0.0,0.0318705712189126,0.5,0.8,0.3,uniform,e79068df7cc81ee5b9bb068e7ab88612
525,temporal_weighted_window,0.0191342557441939,0.0999999995497857,0.0,0.0314805533564735,0.2,0.65,0.45,cosine,9c7344a5536b234cf2aef97bb6443045
526,temporal_weighted_window,0.0191117156003939,0.0999999999055267,0.0,0.0314670293413417,0.1,1.0,0.9,triangular,941b75e1031322b9ef434fd9c35ef9d9
527,temporal_window,0.0189525886763879,0.0,0.0,0.0113715532058327,0.0,0.15,0.15,uniform,958208599ba200f6397e67f36e779307
528,temporal_weighted_window,0.0188917621885902,0.0999999716374519,0.0,0.0313350516406445,0.4,1.0,0.6,gaussian,7f653ba6ffba5f59ad944894a1cff329
529,temporal_weighted_window,0.0188005493033145,0.0999999998566142,0.0,0.0312803295533115,0.2,0.8,0.6000000000000001,triangular,31f5e7b0ed85f0c5b91a6f96092191cd
530,temporal_weighted_window,0.0187169678620462,0.0999999995261581,0.0,0.0312301806224593,0.45,0.9,0.45,triangular,f4e8fb2941d67bfaaf8f0299b05ea277
531,temporal_weighted_window,0.0186932369857469,0.0999999995646055,0.0,0.0312159421043692,0.3,1.0,0.7,gaussian,905ac774b7e70fe6f682768c6a18a9d9
532,temporal_weighted_window,0.0186586487045926,0.0999999997522398,0.0,0.0311951891732035,0.35,1.0,0.65,triangular,c5de77cb60e508198d663d526440df96
533,temporal_weighted_window,0.0185326001570732,0.0999999999575213,0.0,0.0311195600857482,0.0,1.0,1.0,triangular,b1a31f5a131177d39cde6b4d2c72916b
534,temporal_weighted_window,0.0184836470933727,0.0999999998746674,0.0,0.0310901882309571,0.2,0.8,0.6000000000000001,gaussian,b0d987a77324e27f6aad9285d40767c5
535,temporal_weighted_window,0.018459167134549,0.0992712297266251,0.0,0.0309297462260544,0.05,0.55,0.5,gaussian,716f2d99c347155d3f3a1686be18755b
536,temporal_weighted_window,0.0183894399151458,0.0999999998826943,0.0,0.0310336639256263,0.2,0.8,0.6000000000000001,cosine,3772495699db4a6021c2d1090df023e1
537,temporal_weighted_window,0.0181218746107519,0.0999999998391561,0.0,0.0308731247342823,0.25,0.75,0.5,cosine,74235f0b55ddbe4516fb1f00afec32a5
538,temporal_window,0.0181107156122601,0.1018408187623172,318.3940026299094,63.7100351191017,0.4,0.9,0.5,uniform,b548de5177580eb327eb727853e2f4c9
539,temporal_weighted_window,0.0180509389275759,0.0999999995506222,0.0,0.03083056326667,0.4,0.8,0.4,triangular,06449e7841418a691f33c9457f271b45
540,temporal_weighted_window,0.0180249270230379,0.0999999998374343,0.0,0.0308149561813096,0.25,0.85,0.6,cosine,ea37c3e39ae5ecafd0c9fcb2138d9224
541,temporal_weighted_window,0.0179014860429634,0.0999999998603974,0.0,0.0307408915978575,0.4,0.75,0.35,cosine,c76c6806518a6a509204c4655c63599c
542,temporal_weighted_window,0.0178032853091594,0.0999999993199307,0.0,0.0306819710494818,0.4,0.75,0.35,gaussian,7b0d98cd2326141982a8a75d55127455
543,temporal_multi_window,0.01775103788489,0.0999811108957524,0.0,0.0306468449100845,0.45,0.75,0.3,uniform,4a3fe4e668d23bc9022d3b23da9073d5
544,temporal_weighted_window,0.0176585744539735,7.543036268865931e-14,0.0,0.0105951446723992,0.05,0.45,0.4,gaussian,a5d78df5bd09f406243c8b0601bc4d68
545,temporal_weighted_window,0.0176542953487419,6.508782253496302e-13,0.0,0.0105925772093753,0.5,0.7,0.1999999999999999,gaussian,9d008ecd539ac08e7abe915b945925eb
546,temporal_weighted_window,0.0176075814192541,0.0999999996245215,0.0,0.0305645487764568,0.2,0.65,0.45,triangular,264b717f7830d745ff90ae04a5bba612
547,temporal_weighted_window,0.0175542534477896,0.0999999999527925,0.0,0.0305325520592322,0.35,0.8,0.45,triangular,e0b7f29e2d72ace8175b5f42088b872d
548,temporal_weighted_window,0.0175015805717459,0.0999999999554641,0.0,0.0305009483341403,0.35,0.8,0.45,cosine,559b475ffc56985ef3e5fb73b01bb6cc
549,temporal_weighted_window,0.0174095001530813,0.0999999997118215,0.0,0.0304457000342131,0.3,0.85,0.55,triangular,414d7a8c44e63dc03832b8105c921298
550,temporal_weighted_window,0.0173224125405395,0.0999999996951276,0.0,0.0303934474633492,0.0,0.65,0.65,triangular,2b0e5d7e3a0de887a25fa812bc786ddf
551,temporal_weighted_window,0.0172234202963158,0.0999999998266225,0.0,0.0303340521431139,0.0,0.85,0.85,triangular,2059aed369904e8f6401399492206797
552,temporal_weighted_window,0.0171159064754732,0.0999999985841226,0.0,0.0302695436021084,0.2,0.6,0.3999999999999999,triangular,3fb86721121ba09bc07e97c4b0b353a2
553,temporal_weighted_window,0.0170522526318187,0.0999999998964801,0.0,0.0302313515583872,0.25,0.9,0.65,cosine,4389bab3226170f689634a93b9f580b8
554,temporal_weighted_window,0.0170278454481718,0.0999999996616274,0.0,0.0302167072012285,0.35,0.75,0.4,gaussian,f5fb9be21fecb2152f707eb8404daefe
555,temporal_weighted_window,0.0169911914734891,0.0999999998944696,0.0,0.0301947148629873,0.0,0.8,0.8,cosine,22c6e9daafcd0f74eab52a2d844b4a19
556,temporal_weighted_window,0.0169088025690088,0.0999999997500728,0.0,0.0301452814914198,0.25,0.7,0.4499999999999999,triangular,cee1ec0e088dd81b53ebacbb94d10e84
557,temporal_weighted_window,0.016794286299866,0.0999999996703244,0.0,0.0300765717139845,0.0,0.75,0.75,triangular,ec631ee64aae75908820d7090b247573
558,temporal_weighted_window,0.0167481957374069,0.0999999993468857,0.0,0.0300489173118213,0.45,0.9,0.45,cosine,36b003a9fc4c1efb754fe80e9bd74aab
559,temporal_weighted_window,0.0167377386561895,0.0999999997738665,0.0,0.030042643148487,0.25,0.7,0.4499999999999999,cosine,1ca8ca96339be5675c9494b4112f97de
560,temporal_weighted_window,0.0166493552334814,2.2772292654504643e-12,0.0,0.0099896131405443,0.2,0.4,0.2,gaussian,d35fc79a9c5762de442d96762da78f46
561,temporal_weighted_window,0.0166493552334814,2.2794483738714997e-12,0.0,0.0099896131405447,0.6,0.8,0.2,gaussian,534082f214810f5d80011a729f0926fd
562,temporal_window,0.0166147236793651,0.0,0.0,0.0099688342076191,0.65,0.75,0.0999999999999999,uniform,6becb1190dc49b2a0aa51fac61858820
563,temporal_weighted_window,0.0166147236793651,0.0,0.0,0.0099688342076191,0.65,0.75,0.0999999999999999,triangular,5ce08053386f0e5964ec2caca0d2063f
564,temporal_weighted_window,0.0166147236793651,0.0,0.0,0.0099688342076191,0.65,0.75,0.0999999999999999,cosine,1e61f8e622aa50c99796717a8a4c8f38
565,temporal_window,0.0165366135757869,0.1020593669448744,0.0,0.030333841534447,0.45,0.8,0.35,uniform,d5e2f36f13e2e6064e40988d54bfdea3
566,temporal_weighted_window,0.0164927353243133,0.0999999993587842,0.0,0.0298956410663448,0.0,0.65,0.65,cosine,6533edcadca92dacb8ba4fc1ec454d84
567,temporal_weighted_window,0.016487160903839,0.0999999998240825,0.0,0.0298922965071199,0.3,0.65,0.35,triangular,f900d4366ae215e8de15d20006d49059
568,temporal_multi_window,0.0164079719861542,0.0999794324826342,0.0,0.0298406696882194,0.4,0.6,0.1999999999999999,uniform,3eec7d346b01e53bd1364cfa3e0d45a8
569,temporal_multi_window,0.0163750597628751,0.1052453731759686,0.0,0.0308741104929188,0.05,0.9,0.85,uniform,57fbf4dc2a2345338c9575cb6be01dcb
570,temporal_weighted_window,0.016288177979083,0.0999999985585196,0.0,0.0297729064991537,0.0,0.6,0.6,triangular,f72b42e3172967f94a3f1d05c27c92f5
571,temporal_window,0.01622979569335,0.1009526346938372,0.0,0.0299284043547774,0.4,0.6,0.1999999999999999,uniform,e0d75192b4cdee2953984e1e6ba75855
572,temporal_weighted_window,0.0161455806099481,0.099999999799124,0.0,0.0296873483257937,0.0,0.85,0.85,cosine,aa9ec892ec1b769397e876fe8325abed
573,temporal_weighted_window,0.0160229644807714,1.309618280508053e-12,0.0,0.0096137786887248,0.1,0.55,0.45,gaussian,37587dce70c568c7cd823a9f01cdd77a
574,temporal_weighted_window,0.0159258017846987,0.0999999997080635,0.0,0.0295554810124319,0.15,0.65,0.5,triangular,3f525f3347a61840366f12aab86cacf7
575,temporal_weighted_window,0.0158687431713774,0.0999999998705611,0.0,0.0295212458769386,0.25,1.0,0.75,triangular,6efdd7748b96acec54cb9b4f3f3f70c8
576,temporal_weighted_window,0.0158625425098847,0.0999999997076421,0.0,0.0295175254474592,0.0,0.75,0.75,cosine,f5807faf2e7ef98c837b69683a3c3f8c
577,temporal_multi_window,0.0157652161189356,0.0996954445987376,0.0,0.0293982185911089,0.4,0.8,0.4,uniform,2608910f30707bc86bc6d3c0c245afae
578,temporal_weighted_window,0.0157394354181728,0.0999999998199637,0.0,0.0294436612148964,0.35,0.85,0.5,triangular,8750b8c0377ece01d26fdb259791cce5
579,temporal_weighted_window,0.015705270989179,0.0999999980503822,0.0,0.0294231622035838,0.5,0.7,0.1999999999999999,cosine,5caea5348ba8d4d9dcc1c4f6b76677bf
580,temporal_multi_window,0.0156576527991471,0.0997842210860878,0.0,0.0293514358967058,0.4,0.9,0.5,uniform,d697a5eeb5ac2d779fba86b13efaf859
581,temporal_weighted_window,0.0156141770504063,6.009992373825888e-14,0.0,0.0093685062302558,0.05,0.35,0.3,triangular,3161b038801cf284f8fe40b183320c42
582,temporal_weighted_window,0.015481710599269,0.0999999988123504,0.0,0.0292890261220314,0.15,0.6,0.4499999999999999,triangular,e5854b0ca0a454f2b8d44f5ecb02db73
583,temporal_window,0.0154361810636138,0.1026799363531829,0.0,0.0297976959088049,0.3,0.6,0.3,uniform,f6c2d4c3af1566c7eaae22b8e5d0786e
584,temporal_window,0.015379997705082,0.1016153605572316,0.0,0.0295510707344955,0.15,0.55,0.4,uniform,c87509c0754d2e75636bcf61ea1cee60
585,temporal_weighted_window,0.0153689082419005,0.099999999802008,0.0,0.0292213449055419,0.25,0.75,0.5,gaussian,e08635c96620f8284ca2f41167ec1931
586,temporal_weighted_window,0.015360484223785,0.0999999998374427,0.0,0.0292162905017595,0.2,1.0,0.8,gaussian,493596c068f5077ccbb9097d55f2eec2
587,temporal_weighted_window,0.0153493766947199,0.0999999987376309,0.0,0.0292096257643581,0.5,0.7,0.1999999999999999,triangular,26eaec61c539b51019fb711c9909894b
588,temporal_weighted_window,0.015148479161305,0.0993588724760181,0.0,0.0289608619919866,0.5,1.0,0.5,gaussian,6fcf96e9be20ff6e9ede9ef57da7d55d
589,temporal_multi_window,0.0150813615900893,0.0998431185893263,0.0,0.0290174406719188,0.45,0.65,0.2,uniform,fe520c5280d82d71677e6e32f2b947d1
590,temporal_weighted_window,0.0150506187466939,0.0999999998386089,0.0,0.0290303712157381,0.2,1.0,0.8,triangular,b958903e414b4da5e4de45513d5f8c88
591,temporal_weighted_window,0.0149449398107407,0.0999993758115663,0.0,0.0289668390487576,0.45,0.9,0.45,gaussian,24c2e25798432e37143ba3eed2280783
592,temporal_weighted_window,0.0149208248308902,0.0999999998474959,0.0,0.0289524948680333,0.25,0.85,0.6,gaussian,368abbba0e33e9a698edbb745862c6be
593,temporal_weighted_window,0.0148455380321997,0.0999999999561763,0.0,0.028907322810555,0.0,1.0,1.0,cosine,8097cea173b4c3d27a0066ad82b28f42
594,temporal_multi_window,0.0148100638470606,0.0990327999184464,0.0,0.0286925982919256,0.0,0.9,0.9,uniform,4efe69160ef95b71b73d05593dd4e8ca
595,temporal_window,0.0147997169262424,0.0696444290774824,0.0,0.0228087159712419,0.65,0.85,0.1999999999999999,uniform,15055d3bc4824b81782899af9849f266
596,temporal_weighted_window,0.0147961207280252,0.0999999834322265,0.0,0.0288776691232604,0.0,0.65,0.65,gaussian,b9f9c500a96d3ea1cd63dab195f02339
597,temporal_window,0.0146454716409489,0.0,0.0,0.0087872829845693,0.35,0.5,0.15,uniform,61136d6b037e81398a4d8feaed29236b
598,temporal_weighted_window,0.014622126043907,0.0999923614454294,0.0,0.0287717479154301,0.15,0.6,0.4499999999999999,gaussian,68c4fa70787b52d64254734ba32a50a2
599,temporal_weighted_window,0.0145459212062873,0.09999999955301,0.0,0.0287275526343744,0.45,0.75,0.3,cosine,6dc6d36e5992838d7173efc1a8ca6a91
600,temporal_weighted_window,0.014359915006867,0.0999991016872137,0.0,0.028615769341563,0.0,0.6,0.6,gaussian,3fd5fbc278e969684f4d6d198cd30db5
601,temporal_multi_window,0.0143523381251873,0.0998898328131386,0.0,0.0285893694377401,0.35,0.65,0.3,uniform,588a837bb93feddef1189c28bbdc63d5
602,temporal_weighted_window,0.0143506794689121,0.0999999996358626,0.0,0.0286104076085198,0.4,0.7,0.2999999999999999,gaussian,47a1a71fafc17e6003b3b5e26e8a754f
603,temporal_weighted_window,0.0143506794689121,0.0999999997067497,0.0,0.0286104076226972,0.4,0.7,0.2999999999999999,triangular,59716aff3bebfb1bbc6496851074dc91
604,temporal_weighted_window,0.0143029323710478,0.0999999988913873,0.0,0.0285817592009061,0.35,1.0,0.65,gaussian,fa88ac89b9e4dbf30c57b8517a9bb26a
605,temporal_weighted_window,0.0143020946827502,1.961567573205901e-13,0.0,0.0085812568096893,0.05,0.35,0.3,gaussian,f30edc95a9038105520b1a294ff702a3
606,temporal_weighted_window,0.0143020946827502,5.5105633868887306e-14,0.0,0.0085812568096611,0.05,0.35,0.3,cosine,435e4faba7aca504551f0d773f0ce734
607,temporal_weighted_window,0.0143020946827502,1.9330082255540706e-13,0.0,0.0085812568096888,0.65,0.95,0.2999999999999999,gaussian,262f8380c3d9215132ec53b4d0a64d83
608,temporal_weighted_window,0.0143020946827502,5.4077853171311536e-14,0.0,0.0085812568096609,0.65,0.95,0.2999999999999999,triangular,c2694a8bdcd839c9e1ce3998313058be
609,temporal_weighted_window,0.0143020946827502,5.1387946989562846e-14,0.0,0.0085812568096604,0.65,0.95,0.2999999999999999,cosine,588215b672a5f634b31d92aa53283ccf
610,temporal_weighted_window,0.0142804967607008,0.0999999998975629,0.0,0.0285682980359331,0.35,0.7,0.35,triangular,9f43cc183640f3715e80d724da04a888
611,temporal_weighted_window,0.0142276609529678,0.0998607246690267,0.0,0.028508741505586,0.3,0.6,0.3,gaussian,794a7b1dc9602916aa6674dde961b00b
612,temporal_weighted_window,0.0142276609529678,0.099999999114213,0.0,0.0285365963946233,0.3,0.6,0.3,triangular,95f1a7fb776cf91a52c02a8c84daaac1
613,temporal_weighted_window,0.0142276609529678,0.0999999986470625,0.0,0.0285365963011932,0.3,0.6,0.3,cosine,a5e5c0929c37a4b22f799cb08e83f25f
614,temporal_weighted_window,0.0139406498944128,0.0999999943434368,0.0,0.028364388805335,0.5,0.85,0.35,cosine,b07eaf2402df3c28ef7a82c98f834782
615,temporal_multi_window,0.0139258517530027,0.0,0.0,0.0083555110518016,0.15,0.35,0.1999999999999999,uniform,54af53cf1fdecd78f2cfb740c5c6100b
616,temporal_weighted_window,0.013919706859254,0.0999999997222398,0.0,0.0283518240600003,0.4,0.7,0.2999999999999999,cosine,edc406e3087ebc7c1fcbc581034bd4ba
617,temporal_weighted_window,0.0138886025524513,0.0999999996718318,0.0,0.0283331614658371,0.35,0.75,0.4,triangular,a019d0cab1e5b40c983dc2b1515e5593
618,temporal_weighted_window,0.0138860260428427,0.0999999996052949,0.0,0.0283316155467646,0.4,0.85,0.4499999999999999,cosine,0e3b3503259fb51505e1da08b245d106
619,temporal_weighted_window,0.0138107551896279,0.0999999980304227,0.0,0.0282864527198613,0.5,0.85,0.35,triangular,69d6186f5cbd0a30d2a77fa5a0b4719e
620,temporal_weighted_window,0.0137826305211662,0.0,0.0,0.0082695783126997,0.55,0.9,0.35,gaussian,76b6a2f3b4381259f76ea3d4422b7944
621,temporal_weighted_window,0.013554976439463,0.099999999805868,0.0,0.0281329858248514,0.25,0.75,0.5,triangular,fce880571ee10a8fe6600cfe6e28c074
622,temporal_window,0.0135073843009995,0.0,0.0,0.0081044305805997,0.1,0.45,0.35,uniform,1c6b9d96b2aa06c6438e26b86e6e50b9
623,temporal_weighted_window,0.0134005383610394,0.0999999998410165,0.0,0.0280403229848269,0.25,0.85,0.6,triangular,7fe58ac2ac11689fe5c540564079c964
624,temporal_weighted_window,0.0133429087057292,0.0,0.0,0.0080057452234375,0.1,0.45,0.35,cosine,0f243909ae33f977a2fe246b6d362bc7
625,temporal_weighted_window,0.0132727723466482,1.0001666589512513e-13,0.0,0.0079636634080089,0.05,0.5,0.45,gaussian,8032eeb9e42c42d762ea33be36fd7975
626,temporal_weighted_window,0.0132310772744432,0.0,0.0,0.0079386463646659,0.1,0.45,0.35,gaussian,4fa27db1765e7eade535f656ab73cf5b
627,temporal_weighted_window,0.0132310772744432,0.0,0.0,0.0079386463646659,0.1,0.45,0.35,triangular,65b6202aa975b3f0bdc8df5b0629e9f2
628,temporal_weighted_window,0.0130736486436407,0.0999999807254057,0.0,0.0278441853312656,0.15,0.65,0.5,gaussian,8017821251f71de715a044eac2fff0b8
629,temporal_weighted_window,0.0128516005501934,0.0,0.0,0.007710960330116,0.55,0.7,0.1499999999999999,triangular,522ebbc7b4053247391bebf2a474be82
630,temporal_weighted_window,0.0128516005501934,0.0,0.0,0.007710960330116,0.3,0.45,0.15,triangular,e2c7067d62f2f3d42618463a09dca477
631,temporal_weighted_window,0.0128516005501934,0.0,0.0,0.007710960330116,0.3,0.45,0.15,cosine,85ed7d589f9adb5a32b833001406dd77
632,temporal_weighted_window,0.0128516005501934,0.0,0.0,0.007710960330116,0.55,0.7,0.1499999999999999,cosine,d9e5332fcea3996173af3811fae9d147
633,temporal_weighted_window,0.0128267684338131,4.57846799818485e-13,0.0,0.0076960610603794,0.05,0.4,0.35,gaussian,d42cb47fcf0857e62ed5e8eb7ed7362d
634,temporal_window,0.0126200860347362,0.0,0.0,0.0075720516208417,0.25,0.45,0.2,uniform,f8900ac2ab85c1c3e06170d26600bcbc
635,temporal_weighted_window,0.0125396329894818,0.0999999998097472,0.0,0.0275237797556385,0.15,0.8,0.65,cosine,aba3c157629b13739d91afdab5788265
636,temporal_weighted_window,0.0125066536325355,1.6466744877859509e-13,0.0,0.0075039921795542,0.05,0.4,0.35,triangular,0e4088fbfcc6912926536a323be37d34
637,temporal_weighted_window,0.0125066536325355,1.5305458186088301e-13,0.0,0.0075039921795519,0.05,0.4,0.35,cosine,1a5e3eba230bd86068fc8133e6fa5b38
638,temporal_window,0.0124675743722986,0.105340335299961,439.98708546452536,88.02596570458846,0.15,0.65,0.5,uniform,e39cfc312ae54583e6e1cce86a5c9dec
639,temporal_weighted_window,0.0123921073714173,0.0999999998572003,0.0,0.0274352643942904,0.3,0.65,0.35,cosine,e43b0166af2af723fcd916b29859ce1e
640,temporal_multi_window,0.0123292143314541,0.1017351471411198,0.0,0.0277445580270964,0.05,0.8,0.75,uniform,fc790a80b8abc755183f07e8ed78dbc1
641,temporal_weighted_window,0.0123167358906826,0.099999999946328,0.0,0.0273900415236751,0.35,0.8,0.45,gaussian,4d0509a56af13e7e7ce65d5da78429b1
642,temporal_weighted_window,0.012229450994835,0.0999999928066829,0.0,0.0273376691582376,0.4,0.85,0.4499999999999999,gaussian,16444981c34402aafe40c0a7c74acc15
643,temporal_window,0.0121748511019313,0.0375458948874891,0.0,0.0148140896386566,0.15,0.5,0.35,uniform,932f8c0a78cdf97600845d5a31790d45
644,temporal_weighted_window,0.0121415189661366,0.0999999975366646,0.0,0.0272849108870149,0.5,0.8,0.3,cosine,aca35289b696153a7ff635627ae9da77
645,temporal_multi_window,0.0121165820942352,0.0,0.0,0.0072699492565411,0.6,0.9,0.3,uniform,06be28140b0779e4e1dd26dc730ef35c
646,temporal_window,0.0119980268223996,0.0,0.0,0.0071988160934397,0.35,0.45,0.1,uniform,040ff111249784b4f48ac6b3428d4ac7
647,temporal_window,0.0119980268223996,0.0,0.0,0.0071988160934397,0.55,0.65,0.0999999999999999,uniform,5a495b7083cb22eff3aa709e9e58cc8e
648,temporal_weighted_window,0.0119980268223996,0.0,0.0,0.0071988160934397,0.35,0.45,0.1,cosine,e2e14b4c5a6cbd66b170f94e079c38d7
649,temporal_weighted_window,0.0119980268223996,0.0,0.0,0.0071988160934397,0.35,0.45,0.1,triangular,55f21aed58c6c7418f49749ce0c925d3
650,temporal_weighted_window,0.0119980268223996,0.0,0.0,0.0071988160934397,0.55,0.65,0.0999999999999999,cosine,a233fa96acaf433d14ae1181ba1979be
651,temporal_weighted_window,0.0119980268223996,0.0,0.0,0.0071988160934397,0.55,0.65,0.0999999999999999,triangular,f1167a12c1e275fcd9100b09990ecbca
652,temporal_window,0.0119933234614106,0.1083053397768314,18.356396467662567,3.700136355564726,0.2,0.85,0.6499999999999999,uniform,3f807f6af8d7cb0c0a2a26acc1583258
653,temporal_weighted_window,0.0119207085058079,2.73922981889852e-14,0.0,0.0071524251034902,0.0,0.45,0.45,cosine,a55d51e56c7aac8fa059917fbc0cc712
654,temporal_weighted_window,0.0118839203005762,0.0999998035569296,0.0,0.0271303128917316,0.45,0.75,0.3,gaussian,5a3dadd04856a791b967cc8e7eb915db
655,temporal_weighted_window,0.0118839203005762,0.0999999995121937,0.0,0.0271303520827845,0.45,0.75,0.3,triangular,53c8cae2bb945a6cbc6ade4637c2f221
656,temporal_weighted_window,0.0118589072678241,4.5804037499816233e-14,0.0,0.0071153443607036,0.05,0.5,0.45,triangular,58da6f4bbe860e39ec0a354102780637
657,temporal_weighted_window,0.0118345504047495,0.0999750489307458,0.0,0.0270957400289989,0.2,0.6,0.3999999999999999,gaussian,ff3519d0224a90723bceb5a52a9f6992
658,temporal_weighted_window,0.0118345504047495,0.0999999959383105,0.0,0.0271007294305118,0.4,0.8,0.4,gaussian,017c1e3972739be30b78ad502b34e51f
659,temporal_weighted_window,0.0118065772004267,0.0999999996953278,0.0,0.0270839462593215,0.35,0.85,0.5,gaussian,2b35fd24c41e2e93a6b187ccdcf6517a
660,temporal_weighted_window,0.0117051942240591,0.0999999996942311,0.0,0.0270231164732817,0.35,0.75,0.4,cosine,1b9eb4ff3c7b45d696a33c0d22efa1a5
661,temporal_weighted_window,0.0116296404034345,0.0999999999040114,0.0,0.0269777842228629,0.25,0.8,0.55,gaussian,6bb1a4c67ff6d00c96795ba24fbee367
662,temporal_weighted_window,0.0116132012101701,0.0999999995187237,0.0,0.0269679206298468,0.4,0.85,0.4499999999999999,triangular,e06c001200ccc71f8e05a9231988bc4d
