episode_id,deminf_score,num_timestep_samples,raw_score_mean,normalized_score_mean,rank
212,0.7413921545644734,243,-6.603668237092237,0.7413921545644734,1
110,0.7336573716766062,231,-6.605223282075031,0.7336573716766062,2
204,0.7029831052049095,239,-6.662952714385348,0.7029831052049095,3
8,0.7012209710166164,251,-6.645478880896195,0.7012209710166164,4
229,0.6833660788140664,225,-6.64017009417216,0.6833660788140664,5
158,0.6713181412069309,254,-6.623148088380108,0.6713181412069309,6
120,0.653281010360005,213,-6.633634809783554,0.653281010360005,7
293,0.6446132092247698,208,-6.661682497232388,0.6446132092247698,8
54,0.6220040344114566,224,-6.706658461264202,0.6220040344114566,9
128,0.6192864340447521,216,-6.708498144591296,0.6192864340447521,10
174,0.6094578084713012,223,-6.714232260158065,0.6094578084713012,11
103,0.606948649054991,251,-6.694531108278677,0.606948649054991,12
71,0.5572878880359176,233,-6.749155960710604,0.5572878880359176,13
118,0.5438740217071562,233,-6.783264282946934,0.5438740217071562,14
140,0.5265309422299866,248,-6.796538174152374,0.5265309422299866,15
197,0.5229794057578383,239,-6.798910156952287,0.5229794057578383,16
65,0.5114395506137834,215,-6.799968794889228,0.5114395506137834,17
75,0.5082464287741764,238,-6.809622765923081,0.5082464287741764,18
148,0.5079759971020033,236,-6.801149957597592,0.5079759971020033,19
82,0.49200197839107757,233,-6.818201139420058,0.49200197839107757,20
134,0.49194877068070986,211,-6.805305009392955,0.49194877068070986,21
281,0.48763794084396384,239,-6.824607563151807,0.48763794084396384,22
37,0.4775560538733947,239,-6.8319382820501815,0.4775560538733947,23
213,0.4752284149013714,219,-6.813628375620965,0.4752284149013714,24
131,0.45304973631766915,239,-6.8497572603584835,0.45304973631766915,25
43,0.4488939776432127,230,-6.852778986225958,0.4488939776432127,26
154,0.4407550204419951,234,-6.858365613171178,0.4407550204419951,27
230,0.42994898441115176,230,-6.861077381216961,0.42994898441115176,28
222,0.42970700797344397,225,-6.841832761764526,0.42970700797344397,29
176,0.41615248755816153,247,-6.8706955681284745,0.41615248755816153,30
259,0.40312359416227994,210,-6.887732242402576,0.40312359416227994,31
268,0.39580697714063473,243,-6.890840811657481,0.39580697714063473,32
28,0.3887571017754974,258,-6.823559489053041,0.3887571017754974,33
116,0.3851692493471388,247,-6.8935585723393045,0.3851692493471388,34
123,0.38040299562919644,230,-6.902579994478088,0.38040299562919644,35
294,0.369961913729435,231,-6.909185876749983,0.369961913729435,36
78,0.3595230263862778,261,-6.918427685972679,0.3595230263862778,37
90,0.35638782679885256,227,-6.921458815688078,0.35638782679885256,38
228,0.3556871744106481,242,-6.920551306616833,0.3556871744106481,39
59,0.3527761694403375,228,-6.923033711505912,0.3527761694403375,40
66,0.34330162368130185,240,-6.92970019446479,0.34330162368130185,41
1,0.3429222811331224,227,-6.914850078840438,0.3429222811331224,42
161,0.3425540764304631,218,-6.928094694009251,0.3425540764304631,43
237,0.34188257191566124,219,-6.931234716824745,0.34188257191566124,44
20,0.3352369955532925,230,-6.893535985462907,0.3352369955532925,45
224,0.3294135692847474,238,-6.939867699513583,0.3294135692847474,46
234,0.32748105384916776,237,-6.941060477335912,0.32748105384916776,47
86,0.32402199371751633,229,-6.943409542850011,0.32402199371751633,48
61,0.32369610744194693,217,-6.941208607956377,0.32369610744194693,49
203,0.32160140004822463,229,-6.9407972775866025,0.32160140004822463,50
97,0.31597662932020687,217,-6.940389943745463,0.31597662932020687,51
209,0.31075917489748706,245,-6.953219252216573,0.31075917489748706,52
81,0.3017636118635864,223,-6.959760085706041,0.3017636118635864,53
156,0.30148180225179466,215,-6.954789488075315,0.30148180225179466,54
275,0.29830781012789753,212,-6.962362881726439,0.29830781012789753,55
181,0.28382574006932576,228,-6.973094243752329,0.28382574006932576,56
236,0.27540722413479723,216,-6.977157160823729,0.27540722413479723,57
24,0.26846592631794663,232,-6.984545852261029,0.26846592631794663,58
235,0.2578937990542954,249,-6.990655378165494,0.2578937990542954,59
227,0.25747707488219923,242,-6.991961612517511,0.25747707488219923,60
77,0.24703115711615858,224,-6.999557024666241,0.24703115711615858,61
276,0.24177037015827493,226,-7.00338223620502,0.24177037015827493,62
142,0.24061949913913536,232,-7.004305808708586,0.24061949913913536,63
288,0.2384161576027098,255,-7.006473643483679,0.2384161576027098,64
184,0.23421380539142828,218,-7.0104459024715124,0.23421380539142828,65
88,0.2298519433922444,257,-7.0119884697534385,0.2298519433922444,66
252,0.22846646517632924,210,-7.027356678342062,0.22846646517632924,67
13,0.22699890601186504,218,-6.998303803464324,0.22699890601186504,68
11,0.224537779014169,244,-7.003486802994879,0.224537779014169,69
190,0.22347949038596676,220,-7.018237928188208,0.22347949038596676,70
297,0.22175189660800768,259,-7.0182413263210455,0.22175189660800768,71
193,0.21889666847627576,242,-7.021160892875399,0.21889666847627576,72
133,0.21856424717609563,241,-7.024981552799378,0.21856424717609563,73
56,0.21847594519776958,218,-7.020537124861271,0.21847594519776958,74
113,0.21562922310241417,240,-7.022647039095561,0.21562922310241417,75
267,0.21457381886136342,221,-7.023157331199128,0.21457381886136342,76
283,0.21182670310835727,231,-7.025507859509401,0.21182670310835727,77
218,0.2087639326383808,234,-7.027381802556182,0.2087639326383808,78
166,0.19732447645485374,219,-7.03988750884522,0.19732447645485374,79
89,0.19559477118549579,246,-7.0387458949877315,0.19559477118549579,80
155,0.1940619389288148,238,-7.038271401776654,0.1940619389288148,81
172,0.19114250003033145,235,-7.040194658861092,0.19114250003033145,82
72,0.18975030451402805,245,-7.04476594211293,0.18975030451402805,83
248,0.18671346654943405,234,-7.044342293698564,0.18671346654943405,84
73,0.1865486998805848,222,-7.043534892457383,0.1865486998805848,85
208,0.18485375391003397,244,-7.046254049233401,0.18485375391003397,86
273,0.1763988033075624,239,-7.050915062344391,0.1763988033075624,87
35,0.1725240813240684,237,-7.053732441447456,0.1725240813240684,88
58,0.1698003376088273,238,-7.059883253914969,0.1698003376088273,89
102,0.16864964450232878,243,-7.056549613204349,0.16864964450232878,90
162,0.15842393866099172,243,-7.0643957096199275,0.15842393866099172,91
92,0.15785518380648048,236,-7.06439845710151,0.15785518380648048,92
79,0.15641834364458002,246,-7.066552030361764,0.15641834364458002,93
41,0.1561985631426357,220,-7.073621534578727,0.1561985631426357,94
253,0.1550768571947207,219,-7.068412944062115,0.1550768571947207,95
286,0.1453655909372838,220,-7.074813648426172,0.1453655909372838,96
21,0.14384470234875657,244,-7.073577381874043,0.14384470234875657,97
15,0.1421584466085699,246,-7.075811833223999,0.1421584466085699,98
163,0.1406898649659264,225,-7.0773314461884675,0.1406898649659264,99
290,0.13915861397964988,242,-7.0788552143685415,0.13915861397964988,100
199,0.1372343021278443,250,-7.07837591489156,0.1372343021278443,101
272,0.13157241949776022,241,-7.083509121363259,0.13157241949776022,102
183,0.12749210376272124,237,-7.0864759913309046,0.12749210376272124,103
298,0.12294668007520888,254,-7.089439470936933,0.12294668007520888,104
98,0.11959979779789005,216,-7.092214627030455,0.11959979779789005,105
195,0.11830631359421909,210,-7.103098174503871,0.11830631359421909,106
114,0.11273359794714084,215,-7.105254530352215,0.11273359794714084,107
18,0.1070247635469586,250,-7.102690498987834,0.1070247635469586,108
205,0.10532108857008639,262,-7.1035485516371,0.10532108857008639,109
45,0.09201001078215926,253,-7.112275650692865,0.09201001078215926,110
282,0.09022788651549032,236,-7.095406047368454,0.09022788651549032,111
244,0.08795461324961114,213,-7.123287806115427,0.08795461324961114,112
151,0.0857437341507733,225,-7.119557341116447,0.0857437341507733,113
4,0.08483970518366189,265,-7.1211507119472675,0.08483970518366189,114
284,0.08472781165168401,235,-7.117600744666782,0.08472781165168401,115
6,0.08383499807547942,224,-7.118219847480455,0.08383499807547942,116
186,0.08312585959531656,254,-7.118985290602436,0.08312585959531656,117
130,0.08266291928124732,239,-7.121247013576193,0.08266291928124732,118
296,0.07721190763105525,243,-7.123035614055534,0.07721190763105525,119
51,0.07300959028578663,214,-7.126091193558643,0.07300959028578663,120
182,0.07122146474995182,231,-7.127961197972814,0.07122146474995182,121
124,0.06820210976030067,229,-7.131622531702078,0.06820210976030067,122
115,0.06729554378797398,224,-7.132526216762407,0.06729554378797398,123
260,0.06435314100884511,250,-7.132666000366211,0.06435314100884511,124
179,0.0614770315499142,243,-7.136270560354853,0.0614770315499142,125
46,0.061402446990152494,230,-7.134530953393466,0.061402446990152494,126
254,0.0604740522302687,227,-7.13565610123801,0.0604740522302687,127
269,0.058975278822038776,233,-7.136449884106332,0.058975278822038776,128
105,0.05825730108946506,239,-7.1371500555275205,0.05825730108946506,129
220,0.057022696213713184,244,-7.137923611317827,0.057022696213713184,130
85,0.05619098925710837,240,-7.138796193069882,0.05619098925710837,131
226,0.055158501917533964,210,-7.141992541721889,0.055158501917533964,132
87,0.05381753201590775,225,-7.143552922849302,0.05381753201590775,133
50,0.05158441677101235,209,-7.154041340476589,0.05158441677101235,134
219,0.05108454986776779,213,-7.149347812730195,0.05108454986776779,135
214,0.04754568321917668,259,-7.144606452190738,0.04754568321917668,136
291,0.04693809910691559,227,-7.149143081054464,0.04693809910691559,137
173,0.04606277986379529,214,-7.1573924906899995,0.04606277986379529,138
2,0.04362595384004337,231,-7.151763696519155,0.04362595384004337,139
141,0.04350720285551662,242,-7.147542902917573,0.04350720285551662,140
264,0.033654467542210846,225,-7.154707001580133,0.033654467542210846,141
149,0.0320665202248914,220,-7.15586162624937,0.0320665202248914,142
129,0.0320045022622755,262,-7.125596116214005,0.0320045022622755,143
12,0.03036768720708528,228,-7.162602129735444,0.03036768720708528,144
278,0.02859871875939994,227,-7.163946232956762,0.02859871875939994,145
26,0.022830740054904833,213,-7.16365977258936,0.022830740054904833,146
42,0.022720119962256008,225,-7.162657559712728,0.022720119962256008,147
69,0.021519359242648292,260,-7.159375677353297,0.021519359242648292,148
14,0.01694158985879826,230,-7.166859231478926,0.01694158985879826,149
242,0.014601195221517671,224,-7.168560973945119,0.014601195221517671,150
52,0.002860278871333451,251,-7.176602711873859,0.002860278871333451,151
