model_name,method,camera,seed,phase,success,grasp_reached,layer,attention_source,query_length,key_length,query_count,camera1_mass,camera2_mass,language_mass,state_mass,suffix_mass,other_mass
random_corner_12k,random,"corner,gripperPOV",10042,initial,False,False,3,expert_cross,50,177,50,0.370364248752594,0.3048194348812103,0.17001281678676605,0.15480351448059082,0,0.0
random_corner_12k,random,"corner,gripperPOV",10042,initial,False,False,7,expert_cross,50,177,50,0.35008499026298523,0.31472069025039673,0.24012941122055054,0.09506482630968094,0,8.195638656616211e-08
random_corner_12k,random,"corner,gripperPOV",10042,initial,False,False,11,expert_cross,50,177,50,0.42641669511795044,0.42451176047325134,0.1309385895729065,0.0181328896433115,0,6.51925802230835e-08
uniform_corner_12k,uniform,"corner,gripperPOV",10042,initial,False,False,3,expert_cross,50,177,50,0.3801020085811615,0.31058308482170105,0.16547821462154388,0.14383670687675476,0,0.0
uniform_corner_12k,uniform,"corner,gripperPOV",10042,initial,False,False,7,expert_cross,50,177,50,0.35409480333328247,0.2924889028072357,0.24798043072223663,0.10543586313724518,0,0.0
uniform_corner_12k,uniform,"corner,gripperPOV",10042,initial,False,False,11,expert_cross,50,177,50,0.42072099447250366,0.4202105402946472,0.13725319504737854,0.021815281361341476,0,0.0
zero_corner_12k,zero,"corner,gripperPOV",10042,initial,False,False,3,expert_cross,50,177,50,0.3489254415035248,0.2835538983345032,0.1903236359357834,0.17719696462154388,0,5.960464477539063e-08
zero_corner_12k,zero,"corner,gripperPOV",10042,initial,False,False,7,expert_cross,50,177,50,0.34566691517829895,0.30736321210861206,0.24866698682308197,0.09830286353826523,0,2.2351741790771484e-08
zero_corner_12k,zero,"corner,gripperPOV",10042,initial,False,False,11,expert_cross,50,177,50,0.41629987955093384,0.41888338327407837,0.14552581310272217,0.019290920346975327,0,3.725290298461914e-09
ours_v1_corner_12k,ours_v1,"corner,gripperPOV",10043,initial,False,False,3,expert_cross,50,177,50,0.3389390707015991,0.3385370075702667,0.1701856404542923,0.15233828127384186,0,0.0
ours_v1_corner_12k,ours_v1,"corner,gripperPOV",10043,initial,False,False,7,expert_cross,50,177,50,0.36186298727989197,0.3446917235851288,0.24493324756622314,0.04851200431585312,0,3.725290298461914e-08
ours_v1_corner_12k,ours_v1,"corner,gripperPOV",10043,initial,False,False,11,expert_cross,50,177,50,0.3841181695461273,0.4203665256500244,0.16637563705444336,0.029139630496501923,0,3.725290298461914e-08
ours_v2_corner_12k,ours_v2,"corner,gripperPOV",10043,initial,False,False,3,expert_cross,50,177,50,0.3270031809806824,0.3363552391529083,0.18076565861701965,0.15587592124938965,0,0.0
