camera,model_a,model_b,denoise_index,timestep,v_t_l2,v_t_cosine,x_t_l2,hidden_cosine
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,0,1.0,5.887138843536377,0.9653336405754089,0.0,0.9666689038276672
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,1,0.8999999761581421,5.967463493347168,0.9639756083488464,0.5887137651443481,0.9648277163505554
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,2,0.800000011920929,6.122335433959961,0.9626706838607788,1.1816725730895996,0.9626937508583069
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,3,0.699999988079071,6.227825164794922,0.9614076614379883,1.786766529083252,0.9602322578430176
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,4,0.6000000238418579,6.4148149490356445,0.9596301317214966,2.397691488265991,0.9565194249153137
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,5,0.5,6.762551784515381,0.9565366506576538,3.0196170806884766,0.9524795413017273
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,6,0.4000000059604645,7.397159099578857,0.9496536254882812,3.6703076362609863,0.9465420246124268
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,7,0.30000001192092896,8.695444107055664,0.9340101480484009,4.368476867675781,0.9372843503952026
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,8,0.20000000298023224,10.627642631530762,0.9104369878768921,5.162378311157227,0.9219729900360107
"corner,gripperPOV",ours_v1_corner_12k,ours_v2_corner_12k,9,0.10000000149011612,12.962081909179688,0.8883433938026428,6.085319519042969,0.8988433480262756
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,0,1.0,9.474416732788086,0.9122161269187927,0.0,0.9345902800559998
"corner,gripperPOV",ours_v1_corner_12k,ours_v3_corner_12k,1,0.8999999761581421,9.77023696899414,0.9057949781417847,0.9474416971206665,0.9320982694625854
